emage_id,assay_type,probe_id,name,strain,type,theilerstage,dpc
12627,in situ,T37468,eurexpress,C57BL/6,section,23,14.5 dpc
12628,in situ,T37469,eurexpress,C57BL/6,section,23,14.5 dpc
12629,in situ,T9250,eurexpress,C57BL/6,section,23,14.5 dpc
12630,in situ,T1756,eurexpress,C57BL/6,section,23,14.5 dpc
12631,in situ,T37768,eurexpress,C57BL/6,section,23,14.5 dpc
12632,in situ,T31033,eurexpress,C57BL/6,section,23,14.5 dpc
12633,in situ,T31034,eurexpress,C57BL/6,section,23,14.5 dpc
12634,in situ,T31032,eurexpress,C57BL/6,section,23,14.5 dpc
12635,in situ,T31029,eurexpress,C57BL/6,section,23,14.5 dpc
12636,in situ,T31030,eurexpress,C57BL/6,section,23,14.5 dpc
12637,in situ,T31031,eurexpress,C57BL/6,section,23,14.5 dpc
12638,in situ,T30104,eurexpress,C57BL/6,section,23,14.5 dpc
12639,in situ,T30109,eurexpress,C57BL/6,section,23,14.5 dpc
12640,in situ,T30108,eurexpress,C57BL/6,section,23,14.5 dpc
12641,in situ,T30143,eurexpress,C57BL/6,section,23,14.5 dpc
12642,in situ,T30103,eurexpress,C57BL/6,section,23,14.5 dpc
12643,in situ,T30105,eurexpress,C57BL/6,section,23,14.5 dpc
12644,in situ,T31045,eurexpress,C57BL/6,section,23,14.5 dpc
12645,in situ,T31036,eurexpress,C57BL/6,section,23,14.5 dpc
12646,in situ,T31044,eurexpress,C57BL/6,section,23,14.5 dpc
12647,in situ,T31040,eurexpress,C57BL/6,section,23,14.5 dpc
12648,in situ,T31037,eurexpress,C57BL/6,section,23,14.5 dpc
12649,in situ,T31035,eurexpress,C57BL/6,section,23,14.5 dpc
12650,in situ,T30122,eurexpress,C57BL/6,section,23,14.5 dpc
12651,in situ,T30128,eurexpress,C57BL/6,section,23,14.5 dpc
12652,in situ,T30124,eurexpress,C57BL/6,section,23,14.5 dpc
12653,in situ,T30338,eurexpress,C57BL/6,section,23,14.5 dpc
12654,in situ,T30339,eurexpress,C57BL/6,section,23,14.5 dpc
12655,in situ,T30341,eurexpress,C57BL/6,section,23,14.5 dpc
12656,in situ,T30342,eurexpress,C57BL/6,section,23,14.5 dpc
12657,in situ,T30179,eurexpress,C57BL/6,section,23,14.5 dpc
12658,in situ,T30175,eurexpress,C57BL/6,section,23,14.5 dpc
12659,in situ,T30180,eurexpress,C57BL/6,section,23,14.5 dpc
12660,in situ,T30176,eurexpress,C57BL/6,section,23,14.5 dpc
12661,in situ,T30178,eurexpress,C57BL/6,section,23,14.5 dpc
12662,in situ,T30177,eurexpress,C57BL/6,section,23,14.5 dpc
12663,in situ,T30188,eurexpress,C57BL/6,section,23,14.5 dpc
12664,in situ,T30182,eurexpress,C57BL/6,section,23,14.5 dpc
12665,in situ,T30184,eurexpress,C57BL/6,section,23,14.5 dpc
12666,in situ,T30189,eurexpress,C57BL/6,section,23,14.5 dpc
12667,in situ,T30183,eurexpress,C57BL/6,section,23,14.5 dpc
12668,in situ,T30186,eurexpress,C57BL/6,section,23,14.5 dpc
12669,in situ,T30344,eurexpress,C57BL/6,section,23,14.5 dpc
12670,in situ,T30346,eurexpress,C57BL/6,section,23,14.5 dpc
12671,in situ,T4232,eurexpress,C57BL/6,section,23,14.5 dpc
12672,in situ,T40080,eurexpress,C57BL/6,section,23,14.5 dpc
12673,in situ,T7089,eurexpress,C57BL/6,section,23,14.5 dpc
12674,in situ,T4223,eurexpress,C57BL/6,section,23,14.5 dpc
12675,in situ,T30288,eurexpress,C57BL/6,section,23,14.5 dpc
12676,in situ,T30290,eurexpress,C57BL/6,section,23,14.5 dpc
12677,in situ,T30190,eurexpress,C57BL/6,section,23,14.5 dpc
12678,in situ,T30291,eurexpress,C57BL/6,section,23,14.5 dpc
12679,in situ,T30289,eurexpress,C57BL/6,section,23,14.5 dpc
12680,in situ,T37890,eurexpress,C57BL/6,section,23,14.5 dpc
12681,in situ,T37888,eurexpress,C57BL/6,section,23,14.5 dpc
12682,in situ,T37891,eurexpress,C57BL/6,section,23,14.5 dpc
12683,in situ,T32029,eurexpress,C57BL/6,section,23,14.5 dpc
12684,in situ,T32030,eurexpress,C57BL/6,section,23,14.5 dpc
12685,in situ,T31699,eurexpress,C57BL/6,section,23,14.5 dpc
12686,in situ,T31645,eurexpress,C57BL/6,section,23,14.5 dpc
12687,in situ,T31710,eurexpress,C57BL/6,section,23,14.5 dpc
12688,in situ,T9470,eurexpress,C57BL/6,section,23,14.5 dpc
12689,in situ,T30106,eurexpress,C57BL/6,section,23,14.5 dpc
12690,in situ,T30147,eurexpress,C57BL/6,section,23,14.5 dpc
12691,in situ,T37775,eurexpress,C57BL/6,section,23,14.5 dpc
12692,in situ,T37764,eurexpress,C57BL/6,section,23,14.5 dpc
12693,in situ,T37759,eurexpress,C57BL/6,section,23,14.5 dpc
12694,in situ,T37763,eurexpress,C57BL/6,section,23,14.5 dpc
12695,in situ,T37774,eurexpress,C57BL/6,section,23,14.5 dpc
12696,in situ,T30293,eurexpress,C57BL/6,section,23,14.5 dpc
12697,in situ,T30299,eurexpress,C57BL/6,section,23,14.5 dpc
12698,in situ,T30296,eurexpress,C57BL/6,section,23,14.5 dpc
12699,in situ,T30294,eurexpress,C57BL/6,section,23,14.5 dpc
12700,in situ,T30297,eurexpress,C57BL/6,section,23,14.5 dpc
12701,in situ,T30295,eurexpress,C57BL/6,section,23,14.5 dpc
12702,in situ,T30298,eurexpress,C57BL/6,section,23,14.5 dpc
12703,in situ,T30374,eurexpress,C57BL/6,section,23,14.5 dpc
12704,in situ,T30994,eurexpress,C57BL/6,section,23,14.5 dpc
12705,in situ,T30375,eurexpress,C57BL/6,section,23,14.5 dpc
12706,in situ,T30995,eurexpress,C57BL/6,section,23,14.5 dpc
12707,in situ,T30373,eurexpress,C57BL/6,section,23,14.5 dpc
12708,in situ,T30372,eurexpress,C57BL/6,section,23,14.5 dpc
12709,in situ,T30111,eurexpress,C57BL/6,section,23,14.5 dpc
12710,in situ,T30112,eurexpress,C57BL/6,section,23,14.5 dpc
12711,in situ,T522,eurexpress,C57BL/6,section,23,14.5 dpc
12712,in situ,T137,eurexpress,C57BL/6,section,23,14.5 dpc
12713,in situ,T167,eurexpress,C57BL/6,section,23,14.5 dpc
12714,in situ,T30113,eurexpress,C57BL/6,section,23,14.5 dpc
12715,in situ,T37742,eurexpress,C57BL/6,section,23,14.5 dpc
12716,in situ,T37741,eurexpress,C57BL/6,section,23,14.5 dpc
12717,in situ,T30117,eurexpress,C57BL/6,section,23,14.5 dpc
12718,in situ,T30118,eurexpress,C57BL/6,section,23,14.5 dpc
12719,in situ,T30115,eurexpress,C57BL/6,section,23,14.5 dpc
12720,in situ,T31689,eurexpress,C57BL/6,section,23,14.5 dpc
12721,in situ,T31690,eurexpress,C57BL/6,section,23,14.5 dpc
12722,in situ,T31965,eurexpress,C57BL/6,section,23,14.5 dpc
12723,in situ,T32007,eurexpress,C57BL/6,section,23,14.5 dpc
12724,in situ,T32009,eurexpress,C57BL/6,section,23,14.5 dpc
12725,in situ,T31964,eurexpress,C57BL/6,section,23,14.5 dpc
12726,in situ,T32012,eurexpress,C57BL/6,section,23,14.5 dpc
12727,in situ,T30119,eurexpress,C57BL/6,section,23,14.5 dpc
12728,in situ,T36550,eurexpress,C57BL/6,section,23,14.5 dpc
12729,in situ,T37455,eurexpress,C57BL/6,section,23,14.5 dpc
12730,in situ,T30110,eurexpress,C57BL/6,section,23,14.5 dpc
12731,in situ,T37450,eurexpress,C57BL/6,section,23,14.5 dpc
12732,in situ,T30107,eurexpress,C57BL/6,section,23,14.5 dpc
12733,in situ,T30960,eurexpress,C57BL/6,section,23,14.5 dpc
12734,in situ,T30379,eurexpress,C57BL/6,section,23,14.5 dpc
12735,in situ,T30380,eurexpress,C57BL/6,section,23,14.5 dpc
12736,in situ,T30383,eurexpress,C57BL/6,section,23,14.5 dpc
12737,in situ,T30376,eurexpress,C57BL/6,section,23,14.5 dpc
12738,in situ,T30961,eurexpress,C57BL/6,section,23,14.5 dpc
12739,in situ,T31017,eurexpress,C57BL/6,section,23,14.5 dpc
12740,in situ,T31022,eurexpress,C57BL/6,section,23,14.5 dpc
12741,in situ,T31018,eurexpress,C57BL/6,section,23,14.5 dpc
12742,in situ,T31020,eurexpress,C57BL/6,section,23,14.5 dpc
12743,in situ,T31016,eurexpress,C57BL/6,section,23,14.5 dpc
12744,in situ,T31015,eurexpress,C57BL/6,section,23,14.5 dpc
12745,in situ,T31694,eurexpress,C57BL/6,section,23,14.5 dpc
12746,in situ,T31692,eurexpress,C57BL/6,section,23,14.5 dpc
12747,in situ,T31691,eurexpress,C57BL/6,section,23,14.5 dpc
12748,in situ,T30309,eurexpress,C57BL/6,section,23,14.5 dpc
12749,in situ,T30306,eurexpress,C57BL/6,section,23,14.5 dpc
12750,in situ,T30302,eurexpress,C57BL/6,section,23,14.5 dpc
12751,in situ,T30307,eurexpress,C57BL/6,section,23,14.5 dpc
12752,in situ,T30305,eurexpress,C57BL/6,section,23,14.5 dpc
12753,in situ,T30308,eurexpress,C57BL/6,section,23,14.5 dpc
12754,in situ,T31971,eurexpress,C57BL/6,section,23,14.5 dpc
12755,in situ,T32033,eurexpress,C57BL/6,section,23,14.5 dpc
12756,in situ,T32034,eurexpress,C57BL/6,section,23,14.5 dpc
12757,in situ,T509,eurexpress,C57BL/6,section,23,14.5 dpc
12758,in situ,T32032,eurexpress,C57BL/6,section,23,14.5 dpc
12759,in situ,T37795,eurexpress,C57BL/6,section,23,14.5 dpc
12760,in situ,T31975,eurexpress,C57BL/6,section,23,14.5 dpc
12761,in situ,T30967,eurexpress,C57BL/6,section,23,14.5 dpc
12762,in situ,T30963,eurexpress,C57BL/6,section,23,14.5 dpc
12763,in situ,T30964,eurexpress,C57BL/6,section,23,14.5 dpc
12764,in situ,T30962,eurexpress,C57BL/6,section,23,14.5 dpc
12765,in situ,T30965,eurexpress,C57BL/6,section,23,14.5 dpc
12766,in situ,T30966,eurexpress,C57BL/6,section,23,14.5 dpc
12767,in situ,T30312,eurexpress,C57BL/6,section,23,14.5 dpc
12768,in situ,T30311,eurexpress,C57BL/6,section,23,14.5 dpc
12769,in situ,T30313,eurexpress,C57BL/6,section,23,14.5 dpc
12770,in situ,T30358,eurexpress,C57BL/6,section,23,14.5 dpc
12771,in situ,T30362,eurexpress,C57BL/6,section,23,14.5 dpc
12772,in situ,T30367,eurexpress,C57BL/6,section,23,14.5 dpc
12773,in situ,T30320,eurexpress,C57BL/6,section,23,14.5 dpc
12774,in situ,T30361,eurexpress,C57BL/6,section,23,14.5 dpc
12775,in situ,T30364,eurexpress,C57BL/6,section,23,14.5 dpc
12776,in situ,T30369,eurexpress,C57BL/6,section,23,14.5 dpc
12777,in situ,T31695,eurexpress,C57BL/6,section,23,14.5 dpc
12778,in situ,T31698,eurexpress,C57BL/6,section,23,14.5 dpc
12779,in situ,T31697,eurexpress,C57BL/6,section,23,14.5 dpc
12780,in situ,T63225,eurexpress,C57BL/6,section,23,14.5 dpc
12781,in situ,T63222,eurexpress,C57BL/6,section,23,14.5 dpc
12782,in situ,T63228,eurexpress,C57BL/6,section,23,14.5 dpc
12783,in situ,T31636,eurexpress,C57BL/6,section,23,14.5 dpc
12784,in situ,T31634,eurexpress,C57BL/6,section,23,14.5 dpc
12785,in situ,T37836,eurexpress,C57BL/6,section,23,14.5 dpc
12786,in situ,T31023,eurexpress,C57BL/6,section,23,14.5 dpc
12787,in situ,T30975,eurexpress,C57BL/6,section,23,14.5 dpc
12788,in situ,T30981,eurexpress,C57BL/6,section,23,14.5 dpc
12789,in situ,T30996,eurexpress,C57BL/6,section,23,14.5 dpc
12790,in situ,T30326,eurexpress,C57BL/6,section,23,14.5 dpc
12791,in situ,T30991,eurexpress,C57BL/6,section,23,14.5 dpc
12792,in situ,T30997,eurexpress,C57BL/6,section,23,14.5 dpc
12793,in situ,T30317,eurexpress,C57BL/6,section,23,14.5 dpc
12794,in situ,T30315,eurexpress,C57BL/6,section,23,14.5 dpc
12795,in situ,T30316,eurexpress,C57BL/6,section,23,14.5 dpc
12796,in situ,T37534,eurexpress,C57BL/6,section,23,14.5 dpc
12797,in situ,T30314,eurexpress,C57BL/6,section,23,14.5 dpc
12798,in situ,T30318,eurexpress,C57BL/6,section,23,14.5 dpc
12799,in situ,T30324,eurexpress,C57BL/6,section,23,14.5 dpc
12800,in situ,T30356,eurexpress,C57BL/6,section,23,14.5 dpc
12801,in situ,T30345,eurexpress,C57BL/6,section,23,14.5 dpc
12802,in situ,T30323,eurexpress,C57BL/6,section,23,14.5 dpc
12803,in situ,T31009,eurexpress,C57BL/6,section,23,14.5 dpc
12804,in situ,T30127,eurexpress,C57BL/6,section,23,14.5 dpc
12805,in situ,T30969,eurexpress,C57BL/6,section,23,14.5 dpc
12806,in situ,T37554,eurexpress,C57BL/6,section,23,14.5 dpc
12807,in situ,T40187,eurexpress,C57BL/6,section,23,14.5 dpc
12808,in situ,T4687,eurexpress,C57BL/6,section,23,14.5 dpc
12809,in situ,T7137,eurexpress,C57BL/6,section,23,14.5 dpc
12810,in situ,T287,eurexpress,C57BL/6,section,23,14.5 dpc
12811,in situ,T6597,eurexpress,C57BL/6,section,23,14.5 dpc
12812,in situ,T850,eurexpress,C57BL/6,section,23,14.5 dpc
12813,in situ,T8096,eurexpress,C57BL/6,section,23,14.5 dpc
12814,in situ,T31987,eurexpress,C57BL/6,section,23,14.5 dpc
12815,in situ,T31982,eurexpress,C57BL/6,section,23,14.5 dpc
12816,in situ,T31986,eurexpress,C57BL/6,section,23,14.5 dpc
12817,in situ,T31990,eurexpress,C57BL/6,section,23,14.5 dpc
12818,in situ,T31983,eurexpress,C57BL/6,section,23,14.5 dpc
12819,in situ,T31985,eurexpress,C57BL/6,section,23,14.5 dpc
12820,in situ,T31642,eurexpress,C57BL/6,section,23,14.5 dpc
12821,in situ,T31648,eurexpress,C57BL/6,section,23,14.5 dpc
12822,in situ,T31640,eurexpress,C57BL/6,section,23,14.5 dpc
12823,in situ,T31641,eurexpress,C57BL/6,section,23,14.5 dpc
12824,in situ,T31638,eurexpress,C57BL/6,section,23,14.5 dpc
12825,in situ,T31012,eurexpress,C57BL/6,section,23,14.5 dpc
12826,in situ,T31010,eurexpress,C57BL/6,section,23,14.5 dpc
12827,in situ,T31014,eurexpress,C57BL/6,section,23,14.5 dpc
12828,in situ,T31700,eurexpress,C57BL/6,section,23,14.5 dpc
12829,in situ,T31701,eurexpress,C57BL/6,section,23,14.5 dpc
12830,in situ,T31703,eurexpress,C57BL/6,section,23,14.5 dpc
12831,in situ,T8134,eurexpress,C57BL/6,section,23,14.5 dpc
12832,in situ,T2180,eurexpress,C57BL/6,section,23,14.5 dpc
12833,in situ,T31663,eurexpress,C57BL/6,section,23,14.5 dpc
12834,in situ,T31667,eurexpress,C57BL/6,section,23,14.5 dpc
12835,in situ,T31666,eurexpress,C57BL/6,section,23,14.5 dpc
12836,in situ,T31664,eurexpress,C57BL/6,section,23,14.5 dpc
12837,in situ,T31670,eurexpress,C57BL/6,section,23,14.5 dpc
12838,in situ,T31671,eurexpress,C57BL/6,section,23,14.5 dpc
12839,in situ,T31677,eurexpress,C57BL/6,section,23,14.5 dpc
12840,in situ,T31676,eurexpress,C57BL/6,section,23,14.5 dpc
12841,in situ,T31679,eurexpress,C57BL/6,section,23,14.5 dpc
12842,in situ,T31672,eurexpress,C57BL/6,section,23,14.5 dpc
12843,in situ,T31681,eurexpress,C57BL/6,section,23,14.5 dpc
12844,in situ,T30999,eurexpress,C57BL/6,section,23,14.5 dpc
12845,in situ,T31006,eurexpress,C57BL/6,section,23,14.5 dpc
12846,in situ,T31004,eurexpress,C57BL/6,section,23,14.5 dpc
12847,in situ,T31005,eurexpress,C57BL/6,section,23,14.5 dpc
12848,in situ,T31000,eurexpress,C57BL/6,section,23,14.5 dpc
12849,in situ,T36271,eurexpress,C57BL/6,section,23,14.5 dpc
12850,in situ,T31050,eurexpress,C57BL/6,section,23,14.5 dpc
12851,in situ,T30974,eurexpress,C57BL/6,section,23,14.5 dpc
12852,in situ,T31007,eurexpress,C57BL/6,section,23,14.5 dpc
12853,in situ,T31008,eurexpress,C57BL/6,section,23,14.5 dpc
12854,in situ,T31655,eurexpress,C57BL/6,section,23,14.5 dpc
12855,in situ,T31654,eurexpress,C57BL/6,section,23,14.5 dpc
12856,in situ,T31683,eurexpress,C57BL/6,section,23,14.5 dpc
12857,in situ,T31682,eurexpress,C57BL/6,section,23,14.5 dpc
12858,in situ,T31650,eurexpress,C57BL/6,section,23,14.5 dpc
12859,in situ,T31651,eurexpress,C57BL/6,section,23,14.5 dpc
12860,in situ,T31709,eurexpress,C57BL/6,section,23,14.5 dpc
12861,in situ,T31991,eurexpress,C57BL/6,section,23,14.5 dpc
12862,in situ,T31726,eurexpress,C57BL/6,section,23,14.5 dpc
12863,in situ,T31988,eurexpress,C57BL/6,section,23,14.5 dpc
12864,in situ,T31958,eurexpress,C57BL/6,section,23,14.5 dpc
12865,in situ,T31954,eurexpress,C57BL/6,section,23,14.5 dpc
12866,in situ,T31955,eurexpress,C57BL/6,section,23,14.5 dpc
12867,in situ,T31961,eurexpress,C57BL/6,section,23,14.5 dpc
12868,in situ,T31635,eurexpress,C57BL/6,section,23,14.5 dpc
12869,in situ,T31637,eurexpress,C57BL/6,section,23,14.5 dpc
12870,in situ,T31639,eurexpress,C57BL/6,section,23,14.5 dpc
12871,in situ,T31685,eurexpress,C57BL/6,section,23,14.5 dpc
12872,in situ,T37796,eurexpress,C57BL/6,section,23,14.5 dpc
12873,in situ,T31959,eurexpress,C57BL/6,section,23,14.5 dpc
12874,in situ,T32019,eurexpress,C57BL/6,section,23,14.5 dpc
12875,in situ,T32041,eurexpress,C57BL/6,section,23,14.5 dpc
12876,in situ,T31653,eurexpress,C57BL/6,section,23,14.5 dpc
12877,in situ,T31711,eurexpress,C57BL/6,section,23,14.5 dpc
12878,in situ,T31715,eurexpress,C57BL/6,section,23,14.5 dpc
12879,in situ,T31712,eurexpress,C57BL/6,section,23,14.5 dpc
12880,in situ,T31716,eurexpress,C57BL/6,section,23,14.5 dpc
12881,in situ,T31713,eurexpress,C57BL/6,section,23,14.5 dpc
12882,in situ,T31714,eurexpress,C57BL/6,section,23,14.5 dpc
12883,in situ,T31989,eurexpress,C57BL/6,section,23,14.5 dpc
12884,in situ,T31668,eurexpress,C57BL/6,section,23,14.5 dpc
12885,in situ,T32010,eurexpress,C57BL/6,section,23,14.5 dpc
12886,in situ,T31042,eurexpress,C57BL/6,section,23,14.5 dpc
12887,in situ,T30353,eurexpress,C57BL/6,section,23,14.5 dpc
12888,in situ,T30350,eurexpress,C57BL/6,section,23,14.5 dpc
12889,in situ,T31055,eurexpress,C57BL/6,section,23,14.5 dpc
12890,in situ,T31953,eurexpress,C57BL/6,section,23,14.5 dpc
12891,in situ,T31722,eurexpress,C57BL/6,section,23,14.5 dpc
12892,in situ,T31721,eurexpress,C57BL/6,section,23,14.5 dpc
12893,in situ,T31718,eurexpress,C57BL/6,section,23,14.5 dpc
12894,in situ,T31727,eurexpress,C57BL/6,section,23,14.5 dpc
12895,in situ,T31725,eurexpress,C57BL/6,section,23,14.5 dpc
12896,in situ,T30166,eurexpress,C57BL/6,section,23,14.5 dpc
12897,in situ,T31972,eurexpress,C57BL/6,section,23,14.5 dpc
12898,in situ,T31669,eurexpress,C57BL/6,section,23,14.5 dpc
12899,in situ,T31002,eurexpress,C57BL/6,section,23,14.5 dpc
12900,in situ,T30359,eurexpress,C57BL/6,section,23,14.5 dpc
12901,in situ,T30322,eurexpress,C57BL/6,section,23,14.5 dpc
12902,in situ,T37394,eurexpress,C57BL/6,section,23,14.5 dpc
12903,in situ,T37844,eurexpress,C57BL/6,section,23,14.5 dpc
12904,in situ,T37877,eurexpress,C57BL/6,section,23,14.5 dpc
12905,in situ,T30984,eurexpress,C57BL/6,section,23,14.5 dpc
12906,in situ,T30989,eurexpress,C57BL/6,section,23,14.5 dpc
12907,in situ,T31632,eurexpress,C57BL/6,section,23,14.5 dpc
12908,in situ,T31633,eurexpress,C57BL/6,section,23,14.5 dpc
12909,in situ,T31957,eurexpress,C57BL/6,section,23,14.5 dpc
12910,in situ,T31962,eurexpress,C57BL/6,section,23,14.5 dpc
12911,in situ,T31956,eurexpress,C57BL/6,section,23,14.5 dpc
12912,in situ,T31966,eurexpress,C57BL/6,section,23,14.5 dpc
12913,in situ,T39371,eurexpress,C57BL/6,section,23,14.5 dpc
12914,in situ,T31657,eurexpress,C57BL/6,section,23,14.5 dpc
12915,in situ,T39397,eurexpress,C57BL/6,section,23,14.5 dpc
12916,in situ,T31656,eurexpress,C57BL/6,section,23,14.5 dpc
12917,in situ,T37849,eurexpress,C57BL/6,section,23,14.5 dpc
12918,in situ,T32048,eurexpress,C57BL/6,section,23,14.5 dpc
12919,in situ,T31673,eurexpress,C57BL/6,section,23,14.5 dpc
12920,in situ,T31675,eurexpress,C57BL/6,section,23,14.5 dpc
12921,in situ,T31678,eurexpress,C57BL/6,section,23,14.5 dpc
12922,in situ,T31001,eurexpress,C57BL/6,section,23,14.5 dpc
12923,in situ,T31665,eurexpress,C57BL/6,section,23,14.5 dpc
12924,in situ,T31662,eurexpress,C57BL/6,section,23,14.5 dpc
12925,in situ,T37919,eurexpress,C57BL/6,section,23,14.5 dpc
12926,in situ,T37941,eurexpress,C57BL/6,section,23,14.5 dpc
12927,in situ,T37921,eurexpress,C57BL/6,section,23,14.5 dpc
12928,in situ,T37918,eurexpress,C57BL/6,section,23,14.5 dpc
12929,in situ,T37942,eurexpress,C57BL/6,section,23,14.5 dpc
12930,in situ,T37790,eurexpress,C57BL/6,section,23,14.5 dpc
12931,in situ,T31963,eurexpress,C57BL/6,section,23,14.5 dpc
12932,in situ,T37799,eurexpress,C57BL/6,section,23,14.5 dpc
12933,in situ,T37794,eurexpress,C57BL/6,section,23,14.5 dpc
12934,in situ,T37842,eurexpress,C57BL/6,section,23,14.5 dpc
12935,in situ,T37882,eurexpress,C57BL/6,section,23,14.5 dpc
12936,in situ,T37831,eurexpress,C57BL/6,section,23,14.5 dpc
12937,in situ,T37844,eurexpress,C57BL/6,section,23,14.5 dpc
12938,in situ,T31992,eurexpress,C57BL/6,section,23,14.5 dpc
12939,in situ,T32008,eurexpress,C57BL/6,section,23,14.5 dpc
12940,in situ,T32002,eurexpress,C57BL/6,section,23,14.5 dpc
12941,in situ,T31999,eurexpress,C57BL/6,section,23,14.5 dpc
12942,in situ,T31997,eurexpress,C57BL/6,section,23,14.5 dpc
12943,in situ,T32011,eurexpress,C57BL/6,section,23,14.5 dpc
12944,in situ,T32014,eurexpress,C57BL/6,section,23,14.5 dpc
12945,in situ,T32001,eurexpress,C57BL/6,section,23,14.5 dpc
12946,in situ,T37769,eurexpress,C57BL/6,section,23,14.5 dpc
12947,in situ,T37780,eurexpress,C57BL/6,section,23,14.5 dpc
12948,in situ,T37778,eurexpress,C57BL/6,section,23,14.5 dpc
12949,in situ,T37786,eurexpress,C57BL/6,section,23,14.5 dpc
12950,in situ,T37787,eurexpress,C57BL/6,section,23,14.5 dpc
12951,in situ,T37860,eurexpress,C57BL/6,section,23,14.5 dpc
12952,in situ,T37893,eurexpress,C57BL/6,section,23,14.5 dpc
12953,in situ,T37864,eurexpress,C57BL/6,section,23,14.5 dpc
12954,in situ,T37863,eurexpress,C57BL/6,section,23,14.5 dpc
12955,in situ,T37892,eurexpress,C57BL/6,section,23,14.5 dpc
12956,in situ,T37861,eurexpress,C57BL/6,section,23,14.5 dpc
12957,in situ,T32006,eurexpress,C57BL/6,section,23,14.5 dpc
12958,in situ,T32000,eurexpress,C57BL/6,section,23,14.5 dpc
12959,in situ,T32005,eurexpress,C57BL/6,section,23,14.5 dpc
12960,in situ,T2236,eurexpress,C57BL/6,section,23,14.5 dpc
12961,in situ,T32004,eurexpress,C57BL/6,section,23,14.5 dpc
12962,in situ,T37779,eurexpress,C57BL/6,section,23,14.5 dpc
12963,in situ,T37781,eurexpress,C57BL/6,section,23,14.5 dpc
12964,in situ,T31967,eurexpress,C57BL/6,section,23,14.5 dpc
12965,in situ,T31969,eurexpress,C57BL/6,section,23,14.5 dpc
12966,in situ,T2314,eurexpress,C57BL/6,section,23,14.5 dpc
12967,in situ,T2228,eurexpress,C57BL/6,section,23,14.5 dpc
12968,in situ,T2228,eurexpress,C57BL/6,section,23,14.5 dpc
12969,in situ,T493,eurexpress,C57BL/6,section,23,14.5 dpc
12970,in situ,T493,eurexpress,C57BL/6,section,23,14.5 dpc
12971,in situ,T31024,eurexpress,C57BL/6,section,23,14.5 dpc
12972,in situ,T37802,eurexpress,C57BL/6,section,23,14.5 dpc
12973,in situ,T32045,eurexpress,C57BL/6,section,23,14.5 dpc
12974,in situ,T32047,eurexpress,C57BL/6,section,23,14.5 dpc
12975,in situ,T32043,eurexpress,C57BL/6,section,23,14.5 dpc
12976,in situ,T32046,eurexpress,C57BL/6,section,23,14.5 dpc
12977,in situ,T37801,eurexpress,C57BL/6,section,23,14.5 dpc
12978,in situ,T32036,eurexpress,C57BL/6,section,23,14.5 dpc
12979,in situ,T32039,eurexpress,C57BL/6,section,23,14.5 dpc
12980,in situ,T32035,eurexpress,C57BL/6,section,23,14.5 dpc
12981,in situ,T37878,eurexpress,C57BL/6,section,23,14.5 dpc
12982,in situ,T32038,eurexpress,C57BL/6,section,23,14.5 dpc
12983,in situ,T32037,eurexpress,C57BL/6,section,23,14.5 dpc
12984,in situ,T30998,eurexpress,C57BL/6,section,23,14.5 dpc
12985,in situ,T31646,eurexpress,C57BL/6,section,23,14.5 dpc
12986,in situ,T31038,eurexpress,C57BL/6,section,23,14.5 dpc
12987,in situ,T30382,eurexpress,C57BL/6,section,23,14.5 dpc
12988,in situ,T31048,eurexpress,C57BL/6,section,23,14.5 dpc
12989,in situ,T31041,eurexpress,C57BL/6,section,23,14.5 dpc
12990,in situ,T37784,eurexpress,C57BL/6,section,23,14.5 dpc
12991,in situ,T31647,eurexpress,C57BL/6,section,23,14.5 dpc
12992,in situ,T37788,eurexpress,C57BL/6,section,23,14.5 dpc
12993,in situ,T37782,eurexpress,C57BL/6,section,23,14.5 dpc
12994,in situ,T37785,eurexpress,C57BL/6,section,23,14.5 dpc
12995,in situ,T37789,eurexpress,C57BL/6,section,23,14.5 dpc
12996,in situ,T37944,eurexpress,C57BL/6,section,23,14.5 dpc
12997,in situ,T37943,eurexpress,C57BL/6,section,23,14.5 dpc
12998,in situ,T37938,eurexpress,C57BL/6,section,23,14.5 dpc
12999,in situ,T37945,eurexpress,C57BL/6,section,23,14.5 dpc
13000,in situ,T37803,eurexpress,C57BL/6,section,23,14.5 dpc
13001,in situ,T37810,eurexpress,C57BL/6,section,23,14.5 dpc
13002,in situ,T37808,eurexpress,C57BL/6,section,23,14.5 dpc
13003,in situ,T37805,eurexpress,C57BL/6,section,23,14.5 dpc
13004,in situ,T37887,eurexpress,C57BL/6,section,23,14.5 dpc
13005,in situ,T32028,eurexpress,C57BL/6,section,23,14.5 dpc
13006,in situ,T37881,eurexpress,C57BL/6,section,23,14.5 dpc
13007,in situ,T37880,eurexpress,C57BL/6,section,23,14.5 dpc
13008,in situ,T37884,eurexpress,C57BL/6,section,23,14.5 dpc
13009,in situ,T37883,eurexpress,C57BL/6,section,23,14.5 dpc
13010,in situ,T39404,eurexpress,C57BL/6,section,23,14.5 dpc
13011,in situ,T39507,eurexpress,C57BL/6,section,23,14.5 dpc
13012,in situ,T31051,eurexpress,C57BL/6,section,23,14.5 dpc
13013,in situ,T39410,eurexpress,C57BL/6,section,23,14.5 dpc
13014,in situ,T56050,eurexpress,C57BL/6,section,23,14.5 dpc
