emage_id,assay_type,probe_id,name,strain,type,theilerstage,dpc
2053,in situ,MGI:3506578,emage,C57BL,wholemount,16,10.5 dpc
2054,in situ,MGI:3506578,emage,C57BL,wholemount,17,10.5 dpc
2055,in situ,MGI:3506580,emage,C57BL,wholemount,16,10.5 dpc
2056,in situ,MGI:3506582,emage,C57BL,wholemount,16,10.5 dpc
2057,in situ,MGI:3506582,emage,C57BL,wholemount,18,10.5 dpc
2058,in situ,MGI:3506575,emage,C57BL,wholemount,18,10.5 dpc
2059,in situ,MGI:3506584,emage,C57BL,wholemount,17,10.5 dpc
2060,in situ,MGI:3506584,emage,C57BL,wholemount,16,10.5 dpc
2061,in situ,MGI:3506585,emage,C57BL,wholemount,16,10.5 dpc
2062,in situ,MGI:3506586,emage,C57BL,wholemount,16,10.5 dpc
2063,in situ,MGI:3506586,emage,C57BL,wholemount,17,10.5 dpc
2064,in situ,MGI:3506587,emage,C57BL,wholemount,16,10.5 dpc
2065,in situ,MGI:3506587,emage,C57BL,wholemount,17,10.5 dpc
2066,in situ,MGI:3506588,emage,C57BL,wholemount,18,10.5 dpc
2067,in situ,MGI:3506588,emage,C57BL,wholemount,17,10.5 dpc
2068,in situ,MGI:3506589,emage,C57BL,wholemount,17,10.5 dpc
2069,in situ,MGI:3506592,emage,C57BL,wholemount,16,10.5 dpc
2070,in situ,MGI:3506592,emage,C57BL,wholemount,18,10.5 dpc
2071,in situ,MGI:3506593,emage,C57BL,wholemount,17,10.5 dpc
2072,in situ,MGI:3506593,emage,C57BL,wholemount,16,10.5 dpc
2073,in situ,MGI:3506594,emage,C57BL,wholemount,17,10.5 dpc
2074,in situ,MGI:3506595,emage,C57BL,wholemount,17,10.5 dpc
2075,in situ,MGI:3506595,emage,C57BL,wholemount,18,10.5 dpc
2076,in situ,MGI:3506597,emage,C57BL,wholemount,17,10.5 dpc
2077,in situ,MGI:3506597,emage,C57BL,wholemount,16,10.5 dpc
2078,in situ,MGI:3506598,emage,C57BL,wholemount,17,10.5 dpc
2079,in situ,MGI:3506599,emage,C57BL,wholemount,17,10.5 dpc
2080,in situ,MGI:3506599,emage,C57BL,wholemount,17,10.5 dpc
2081,in situ,MGI:3506600,emage,C57BL,wholemount,16,10.5 dpc
2082,in situ,MGI:3506600,emage,C57BL,wholemount,17,10.5 dpc
2083,in situ,MGI:3506601,emage,C57BL,wholemount,16,10.5 dpc
2084,in situ,MGI:3506602,emage,C57BL,wholemount,17,10.5 dpc
2085,in situ,MGI:3506603,emage,C57BL,wholemount,16,10.5 dpc
2086,in situ,MGI:3506604,emage,C57BL,wholemount,17,10.5 dpc
2087,in situ,MGI:3506604,emage,C57BL,wholemount,16,10.5 dpc
2088,in situ,MGI:3507260,emage,C57BL,wholemount,17,10.5 dpc
2089,in situ,MGI:3507260,emage,C57BL,wholemount,17,10.5 dpc
2090,in situ,MGI:3506606,emage,C57BL,wholemount,17,10.5 dpc
2091,in situ,MGI:3506607,emage,C57BL,wholemount,17,10.5 dpc
2092,in situ,MGI:3506607,emage,C57BL,wholemount,18,10.5 dpc
2093,in situ,MGI:3506608,emage,C57BL,wholemount,17,10.5 dpc
2094,in situ,MGI:3506609,emage,C57BL,wholemount,17,10.5 dpc
2095,in situ,MGI:3506610,emage,C57BL,wholemount,16,10.5 dpc
2096,in situ,MGI:3506610,emage,C57BL,wholemount,18,10.5 dpc
2097,in situ,MGI:3506611,emage,C57BL,wholemount,18,10.5 dpc
2098,in situ,MGI:3506611,emage,C57BL,wholemount,17,10.5 dpc
2099,in situ,MGI:3506612,emage,C57BL,wholemount,18,10.5 dpc
2100,in situ,MGI:3506612,emage,C57BL,wholemount,17,10.5 dpc
2101,in situ,MGI:3506613,emage,C57BL,wholemount,16,10.5 dpc
2102,in situ,MGI:3506613,emage,C57BL,wholemount,17,10.5 dpc
2103,in situ,MGI:3506614,emage,C57BL,wholemount,16,10.5 dpc
2104,in situ,MGI:3506614,emage,C57BL,wholemount,17,10.5 dpc
2105,in situ,MGI:3506615,emage,C57BL,wholemount,17,10.5 dpc
2106,in situ,MGI:3506615,emage,C57BL,wholemount,16,10.5 dpc
2107,in situ,MGI:3506616,emage,C57BL,wholemount,16,10.5 dpc
2108,in situ,MGI:3506616,emage,C57BL,wholemount,18,10.5 dpc
2109,in situ,MGI:3506617,emage,C57BL,wholemount,16,10.5 dpc
2110,in situ,MGI:3506618,emage,C57BL,wholemount,18,10.5 dpc
2111,in situ,MGI:3506618,emage,C57BL,wholemount,16,10.5 dpc
2112,in situ,MGI:3506619,emage,C57BL,wholemount,18,10.5 dpc
2113,in situ,MGI:3506619,emage,C57BL,wholemount,16,10.5 dpc
2114,in situ,MGI:3506620,emage,C57BL,wholemount,17,10.5 dpc
2115,in situ,MGI:3506621,emage,C57BL,wholemount,16,10.5 dpc
2116,in situ,MGI:3506621,emage,C57BL,wholemount,17,10.5 dpc
2117,in situ,MGI:3507261,emage,C57BL,wholemount,18,10.5 dpc
2118,in situ,MGI:3507261,emage,C57BL,wholemount,16,10.5 dpc
2119,in situ,MGI:3506622,emage,C57BL,wholemount,17,10.5 dpc
2120,in situ,MGI:3506622,emage,C57BL,wholemount,17,10.5 dpc
2121,in situ,MGI:3506623,emage,C57BL,wholemount,17,10.5 dpc
2122,in situ,MGI:3506624,emage,C57BL,wholemount,16,10.5 dpc
2123,in situ,MGI:3506624,emage,C57BL,wholemount,17,10.5 dpc
2124,in situ,MGI:3506625,emage,C57BL,wholemount,18,10.5 dpc
2125,in situ,MGI:3506625,emage,C57BL,wholemount,17,10.5 dpc
2126,in situ,MGI:3506626,emage,C57BL,wholemount,16,10.5 dpc
2127,in situ,MGI:3506626,emage,C57BL,wholemount,17,10.5 dpc
2128,in situ,MGI:3506627,emage,C57BL,wholemount,17,10.5 dpc
2129,in situ,MGI:3506628,emage,C57BL,wholemount,17,10.5 dpc
2130,in situ,MGI:3506629,emage,C57BL,wholemount,17,10.5 dpc
2131,in situ,MGI:3506629,emage,C57BL,wholemount,16,10.5 dpc
2132,in situ,MGI:3506630,emage,C57BL,wholemount,17,10.5 dpc
2133,in situ,MGI:3506630,emage,C57BL,wholemount,17,10.5 dpc
2134,in situ,MGI:3506633,emage,C57BL,wholemount,16,10.5 dpc
2135,in situ,MGI:3506634,emage,C57BL,wholemount,17,10.5 dpc
2136,in situ,MGI:3506635,emage,C57BL,wholemount,17,10.5 dpc
2137,in situ,MGI:3506637,emage,C57BL,wholemount,18,10.5 dpc
2138,in situ,MGI:3506638,emage,C57BL,wholemount,18,10.5 dpc
2139,in situ,MGI:3506638,emage,C57BL,wholemount,17,10.5 dpc
2140,in situ,MGI:3506639,emage,C57BL,wholemount,17,10.5 dpc
2141,in situ,MGI:3506639,emage,C57BL,wholemount,16,10.5 dpc
2142,in situ,MGI:3506640,emage,C57BL,wholemount,17,10.5 dpc
2143,in situ,MGI:3506641,emage,C57BL,wholemount,17,10.5 dpc
2144,in situ,MGI:3506642,emage,C57BL,wholemount,17,10.5 dpc
2145,in situ,MGI:3506643,emage,C57BL,wholemount,17,10.5 dpc
2146,in situ,MGI:3506644,emage,C57BL,wholemount,17,10.5 dpc
2147,in situ,MGI:3506645,emage,C57BL,wholemount,17,10.5 dpc
2148,in situ,MGI:3506645,emage,C57BL,wholemount,16,10.5 dpc
2149,in situ,MGI:3506646,emage,C57BL,wholemount,18,10.5 dpc
2150,in situ,MGI:3506646,emage,C57BL,wholemount,17,10.5 dpc
2151,in situ,MGI:3506647,emage,C57BL,wholemount,18,10.5 dpc
2152,in situ,MGI:3506647,emage,C57BL,wholemount,17,10.5 dpc
2153,in situ,MGI:3506649,emage,C57BL,wholemount,16,10.5 dpc
2154,in situ,MGI:3506650,emage,C57BL,wholemount,18,10.5 dpc
2155,in situ,MGI:3506650,emage,C57BL,wholemount,17,10.5 dpc
2156,in situ,MGI:3506651,emage,C57BL,wholemount,17,10.5 dpc
2157,in situ,MGI:3506652,emage,C57BL,wholemount,17,10.5 dpc
2158,in situ,MGI:3506653,emage,C57BL,wholemount,17,10.5 dpc
2159,in situ,MGI:3506654,emage,C57BL,wholemount,17,10.5 dpc
2160,in situ,MGI:3506655,emage,C57BL,wholemount,16,10.5 dpc
2161,in situ,MGI:3506656,emage,C57BL,wholemount,18,10.5 dpc
2162,in situ,MGI:3506656,emage,C57BL,wholemount,16,10.5 dpc
2163,in situ,MGI:3506657,emage,C57BL,wholemount,17,10.5 dpc
2164,in situ,MGI:3506658,emage,C57BL,wholemount,17,10.5 dpc
2165,in situ,MGI:3506659,emage,C57BL,wholemount,16,10.5 dpc
2166,in situ,MGI:3506659,emage,C57BL,wholemount,17,10.5 dpc
2167,in situ,MGI:3506660,emage,C57BL,wholemount,16,10.5 dpc
2168,in situ,MGI:3506661,emage,C57BL,wholemount,17,10.5 dpc
2169,in situ,MGI:3506662,emage,C57BL,wholemount,16,10.5 dpc
2170,in situ,MGI:3506662,emage,C57BL,wholemount,16,10.5 dpc
2171,in situ,MGI:3507262,emage,C57BL,wholemount,17,10.5 dpc
2172,in situ,MGI:3506663,emage,C57BL,wholemount,17,10.5 dpc
2173,in situ,MGI:3506663,emage,C57BL,wholemount,16,10.5 dpc
2174,in situ,MGI:3506664,emage,C57BL,wholemount,17,10.5 dpc
2175,in situ,MGI:3506665,emage,C57BL,wholemount,17,10.5 dpc
2176,in situ,MGI:3506666,emage,C57BL,wholemount,18,10.5 dpc
2177,in situ,MGI:3506667,emage,C57BL,wholemount,16,10.5 dpc
2178,in situ,MGI:3506667,emage,C57BL,wholemount,17,10.5 dpc
2179,in situ,MGI:3506668,emage,C57BL,wholemount,17,10.5 dpc
2180,in situ,MGI:3506669,emage,C57BL,wholemount,17,10.5 dpc
2181,in situ,MGI:3506669,emage,C57BL,wholemount,16,10.5 dpc
2182,in situ,MGI:3506670,emage,C57BL,wholemount,17,10.5 dpc
2183,in situ,MGI:3506671,emage,C57BL,wholemount,16,10.5 dpc
2184,in situ,MGI:3506671,emage,C57BL,wholemount,17,10.5 dpc
2185,in situ,MGI:3506672,emage,C57BL,wholemount,18,10.5 dpc
2186,in situ,MGI:3506672,emage,C57BL,wholemount,17,10.5 dpc
2187,in situ,MGI:3506673,emage,C57BL,wholemount,17,10.5 dpc
2188,in situ,MGI:3506674,emage,C57BL,wholemount,16,10.5 dpc
2189,in situ,MGI:3506674,emage,C57BL,wholemount,17,10.5 dpc
2190,in situ,MGI:3506675,emage,C57BL,wholemount,16,10.5 dpc
2191,in situ,MGI:3506675,emage,C57BL,wholemount,17,10.5 dpc
2192,in situ,MGI:3506676,emage,C57BL,wholemount,17,10.5 dpc
2193,in situ,MGI:3506676,emage,C57BL,wholemount,18,10.5 dpc
2194,in situ,MGI:3506677,emage,C57BL,wholemount,17,10.5 dpc
2195,in situ,MGI:3506677,emage,C57BL,wholemount,16,10.5 dpc
2196,in situ,MGI:3506680,emage,C57BL,wholemount,17,10.5 dpc
2197,in situ,MGI:3506632,emage,C57BL,wholemount,17,10.5 dpc
2198,in situ,MGI:3506679,emage,C57BL,wholemount,16,10.5 dpc
2199,in situ,MGI:3506681,emage,C57BL,wholemount,17,10.5 dpc
2200,in situ,MGI:3506682,emage,C57BL,wholemount,16,10.5 dpc
2201,in situ,MGI:3506682,emage,C57BL,wholemount,17,10.5 dpc
2202,in situ,MGI:3507263,emage,C57BL,wholemount,16,10.5 dpc
2203,in situ,MGI:3507263,emage,C57BL,wholemount,16,10.5 dpc
2204,in situ,MGI:3506685,emage,C57BL,wholemount,16,10.5 dpc
2205,in situ,MGI:3506686,emage,C57BL,wholemount,17,10.5 dpc
2206,in situ,MGI:3506687,emage,C57BL,wholemount,17,10.5 dpc
2207,in situ,MGI:3506687,emage,C57BL,wholemount,16,10.5 dpc
2208,in situ,MGI:3506688,emage,C57BL,wholemount,18,10.5 dpc
2209,in situ,MGI:3506688,emage,C57BL,wholemount,17,10.5 dpc
2210,in situ,MGI:3507264,emage,C57BL,wholemount,16,10.5 dpc
2211,in situ,MGI:3507264,emage,C57BL,wholemount,16,10.5 dpc
2212,in situ,MGI:3507265,emage,C57BL,wholemount,17,10.5 dpc
2213,in situ,MGI:3507265,emage,C57BL,wholemount,18,10.5 dpc
2214,in situ,MGI:3506689,emage,C57BL,wholemount,18,10.5 dpc
2215,in situ,MGI:3506689,emage,C57BL,wholemount,16,10.5 dpc
2216,in situ,MGI:3506690,emage,C57BL,wholemount,17,10.5 dpc
2217,in situ,MGI:3506678,emage,C57BL,wholemount,17,10.5 dpc
2218,in situ,MGI:3506691,emage,C57BL,wholemount,18,10.5 dpc
2219,in situ,MGI:3506691,emage,C57BL,wholemount,17,10.5 dpc
2220,in situ,MGI:3506692,emage,C57BL,wholemount,18,10.5 dpc
2221,in situ,MGI:3506692,emage,C57BL,wholemount,17,10.5 dpc
2222,in situ,MGI:3506693,emage,C57BL,wholemount,17,10.5 dpc
2223,in situ,MGI:3506694,emage,C57BL,wholemount,18,10.5 dpc
2224,in situ,MGI:3506695,emage,C57BL,wholemount,17,10.5 dpc
2225,in situ,MGI:3506695,emage,C57BL,wholemount,16,10.5 dpc
2226,in situ,MGI:3506696,emage,C57BL,wholemount,18,10.5 dpc
2227,in situ,MGI:3506697,emage,C57BL,wholemount,16,10.5 dpc
2228,in situ,MGI:3506697,emage,C57BL,wholemount,17,10.5 dpc
2229,in situ,MGI:3506698,emage,C57BL,wholemount,18,10.5 dpc
2230,in situ,MGI:3506698,emage,C57BL,wholemount,17,10.5 dpc
2231,in situ,MGI:3506699,emage,C57BL,wholemount,18,10.5 dpc
2232,in situ,MGI:3506699,emage,C57BL,wholemount,16,10.5 dpc
2233,in situ,MGI:3506700,emage,C57BL,wholemount,17,10.5 dpc
2234,in situ,MGI:3506701,emage,C57BL,wholemount,17,10.5 dpc
2235,in situ,MGI:3506702,emage,C57BL,wholemount,16,10.5 dpc
2236,in situ,MGI:3506702,emage,C57BL,wholemount,18,10.5 dpc
2237,in situ,MGI:3506704,emage,C57BL,wholemount,17,10.5 dpc
2238,in situ,MGI:3506705,emage,C57BL,wholemount,17,10.5 dpc
2239,in situ,MGI:3506705,emage,C57BL,wholemount,18,10.5 dpc
2240,in situ,MGI:3506706,emage,C57BL,wholemount,17,10.5 dpc
2241,in situ,MGI:3506707,emage,C57BL,wholemount,17,10.5 dpc
2242,in situ,MGI:3506708,emage,C57BL,wholemount,17,10.5 dpc
2243,in situ,MGI:3506709,emage,C57BL,wholemount,17,10.5 dpc
2244,in situ,MGI:3506710,emage,C57BL,wholemount,17,10.5 dpc
2245,in situ,MGI:3506710,emage,C57BL,wholemount,16,10.5 dpc
2246,in situ,MGI:3506711,emage,C57BL,wholemount,17,10.5 dpc
2247,in situ,MGI:3506712,emage,C57BL,wholemount,17,10.5 dpc
2248,in situ,MGI:3506713,emage,C57BL,wholemount,17,10.5 dpc
2249,in situ,MGI:3506714,emage,C57BL,wholemount,18,10.5 dpc
2250,in situ,MGI:3506714,emage,C57BL,wholemount,17,10.5 dpc
2251,in situ,MGI:3507296,emage,C57BL,wholemount,17,10.5 dpc
2252,in situ,MGI:3506928,emage,C57BL,wholemount,17,10.5 dpc
2253,in situ,MGI:3506929,emage,C57BL,wholemount,18,10.5 dpc
2254,in situ,MGI:3506929,emage,C57BL,wholemount,17,10.5 dpc
2255,in situ,MGI:3506930,emage,C57BL,wholemount,17,10.5 dpc
2256,in situ,MGI:3506931,emage,C57BL,wholemount,18,10.5 dpc
2257,in situ,MGI:3506932,emage,C57BL,wholemount,18,10.5 dpc
2258,in situ,MGI:3506932,emage,C57BL,wholemount,17,10.5 dpc
2259,in situ,MGI:3506933,emage,C57BL,wholemount,18,10.5 dpc
2260,in situ,MGI:3506933,emage,C57BL,wholemount,17,10.5 dpc
2261,in situ,MGI:3506934,emage,C57BL,wholemount,18,10.5 dpc
2262,in situ,MGI:3506934,emage,C57BL,wholemount,17,10.5 dpc
2263,in situ,MGI:3506935,emage,C57BL,wholemount,18,10.5 dpc
2264,in situ,MGI:3507298,emage,C57BL,wholemount,18,10.5 dpc
2265,in situ,MGI:3507299,emage,C57BL,wholemount,17,10.5 dpc
2266,in situ,MGI:3507299,emage,C57BL,wholemount,18,10.5 dpc
2267,in situ,MGI:3506936,emage,C57BL,wholemount,18,10.5 dpc
2268,in situ,MGI:3506937,emage,C57BL,wholemount,17,10.5 dpc
2269,in situ,MGI:3506938,emage,C57BL,wholemount,17,10.5 dpc
2270,in situ,MGI:3506938,emage,C57BL,wholemount,18,10.5 dpc
2271,in situ,MGI:3507300,emage,C57BL,wholemount,18,10.5 dpc
2272,in situ,MGI:3507300,emage,C57BL,wholemount,17,10.5 dpc
2273,in situ,MGI:3506939,emage,C57BL,wholemount,17,10.5 dpc
2274,in situ,MGI:3507301,emage,C57BL,wholemount,17,10.5 dpc
2275,in situ,MGI:3507303,emage,C57BL,wholemount,18,10.5 dpc
2276,in situ,MGI:3507303,emage,C57BL,wholemount,16,10.5 dpc
2277,in situ,MGI:3507304,emage,C57BL,wholemount,16,10.5 dpc
2278,in situ,MGI:3507304,emage,C57BL,wholemount,17,10.5 dpc
2279,in situ,MGI:3507305,emage,C57BL,wholemount,16,10.5 dpc
2280,in situ,MGI:3507305,emage,C57BL,wholemount,17,10.5 dpc
2281,in situ,MGI:3506940,emage,C57BL,wholemount,17,10.5 dpc
2282,in situ,MGI:3507306,emage,C57BL,wholemount,17,10.5 dpc
2283,in situ,MGI:3507306,emage,C57BL,wholemount,18,10.5 dpc
2284,in situ,MGI:3507307,emage,C57BL,wholemount,18,10.5 dpc
2285,in situ,MGI:3506941,emage,C57BL,wholemount,17,10.5 dpc
2286,in situ,MGI:3507308,emage,C57BL,wholemount,16,10.5 dpc
2287,in situ,MGI:3507308,emage,C57BL,wholemount,17,10.5 dpc
2288,in situ,MGI:3507309,emage,C57BL,wholemount,17,10.5 dpc
2289,in situ,MGI:3507309,emage,C57BL,wholemount,18,10.5 dpc
2290,in situ,MGI:3506942,emage,C57BL,wholemount,17,10.5 dpc
2291,in situ,MGI:3506943,emage,C57BL,wholemount,17,10.5 dpc
2292,in situ,MGI:3507310,emage,C57BL,wholemount,16,10.5 dpc
2293,in situ,MGI:3506944,emage,C57BL,wholemount,18,10.5 dpc
2294,in situ,MGI:3507311,emage,C57BL,wholemount,16,10.5 dpc
2295,in situ,MGI:3506946,emage,C57BL,wholemount,17,10.5 dpc
2296,in situ,MGI:3506946,emage,C57BL,wholemount,16,10.5 dpc
2297,in situ,MGI:3506947,emage,C57BL,wholemount,17,10.5 dpc
2298,in situ,MGI:3506948,emage,C57BL,wholemount,17,10.5 dpc
2299,in situ,MGI:3507312,emage,C57BL,wholemount,17,10.5 dpc
2300,in situ,MGI:3507313,emage,C57BL,wholemount,17,10.5 dpc
2301,in situ,MGI:3507314,emage,C57BL,wholemount,16,10.5 dpc
2302,in situ,MGI:3506950,emage,C57BL,wholemount,18,10.5 dpc
2303,in situ,MGI:3506950,emage,C57BL,wholemount,17,10.5 dpc
2304,in situ,MGI:3506951,emage,C57BL,wholemount,18,10.5 dpc
2305,in situ,MGI:3506951,emage,C57BL,wholemount,17,10.5 dpc
2306,in situ,MGI:3507315,emage,C57BL,wholemount,18,10.5 dpc
2307,in situ,MGI:3507315,emage,C57BL,wholemount,17,10.5 dpc
2308,in situ,MGI:3506952,emage,C57BL,wholemount,16,10.5 dpc
2309,in situ,MGI:3507316,emage,C57BL,wholemount,16,10.5 dpc
2310,in situ,MGI:3507316,emage,C57BL,wholemount,17,10.5 dpc
2311,in situ,MGI:3507317,emage,C57BL,wholemount,16,10.5 dpc
2312,in situ,MGI:3506953,emage,C57BL,wholemount,17,10.5 dpc
2313,in situ,MGI:3506954,emage,C57BL,wholemount,17,10.5 dpc
2314,in situ,MGI:3506954,emage,C57BL,wholemount,18,10.5 dpc
2315,in situ,MGI:3506955,emage,C57BL,wholemount,17,10.5 dpc
2316,in situ,MGI:3506956,emage,C57BL,wholemount,17,10.5 dpc
2317,in situ,MGI:3506956,emage,C57BL,wholemount,18,10.5 dpc
2318,in situ,MGI:3506957,emage,C57BL,wholemount,18,10.5 dpc
2319,in situ,MGI:3506957,emage,C57BL,wholemount,17,10.5 dpc
2320,in situ,MGI:3507318,emage,C57BL,wholemount,17,10.5 dpc
2321,in situ,MGI:3507318,emage,C57BL,wholemount,16,10.5 dpc
2322,in situ,MGI:3506958,emage,C57BL,wholemount,17,10.5 dpc
2323,in situ,MGI:3506959,emage,C57BL,wholemount,17,10.5 dpc
2324,in situ,MGI:3506959,emage,C57BL,wholemount,18,10.5 dpc
2325,in situ,MGI:3506960,emage,C57BL,wholemount,18,10.5 dpc
2326,in situ,MGI:3506960,emage,C57BL,wholemount,17,10.5 dpc
2327,in situ,MGI:3507319,emage,C57BL,wholemount,17,10.5 dpc
2328,in situ,MGI:3507319,emage,C57BL,wholemount,16,10.5 dpc
2329,in situ,MGI:3507320,emage,C57BL,wholemount,18,10.5 dpc
2330,in situ,MGI:3507321,emage,C57BL,wholemount,17,10.5 dpc
2331,in situ,MGI:3507321,emage,C57BL,wholemount,18,10.5 dpc
2332,in situ,MGI:3507322,emage,C57BL,wholemount,17,10.5 dpc
2333,in situ,MGI:3507323,emage,C57BL,wholemount,17,10.5 dpc
2334,in situ,MGI:3507324,emage,C57BL,wholemount,16,10.5 dpc
2335,in situ,MGI:3507324,emage,C57BL,wholemount,17,10.5 dpc
2336,in situ,MGI:3506961,emage,C57BL,wholemount,18,10.5 dpc
2337,in situ,MGI:3506961,emage,C57BL,wholemount,17,10.5 dpc
2338,in situ,MGI:3506962,emage,C57BL,wholemount,18,10.5 dpc
2339,in situ,MGI:3506962,emage,C57BL,wholemount,17,10.5 dpc
2340,in situ,MGI:3506963,emage,C57BL,wholemount,17,10.5 dpc
2341,in situ,MGI:3506963,emage,C57BL,wholemount,18,10.5 dpc
2342,in situ,MGI:3506964,emage,C57BL,wholemount,17,10.5 dpc
2343,in situ,MGI:3506965,emage,C57BL,wholemount,18,10.5 dpc
2344,in situ,MGI:3506965,emage,C57BL,wholemount,17,10.5 dpc
2345,in situ,MGI:3506966,emage,C57BL,wholemount,18,10.5 dpc
2346,in situ,MGI:3506967,emage,C57BL,wholemount,17,10.5 dpc
2347,in situ,MGI:3506968,emage,C57BL,wholemount,17,10.5 dpc
2348,in situ,MGI:3506968,emage,C57BL,wholemount,18,10.5 dpc
2349,in situ,MGI:3506969,emage,C57BL,wholemount,17,10.5 dpc
2350,in situ,MGI:3506970,emage,C57BL,wholemount,18,10.5 dpc
2351,in situ,MGI:3506971,emage,C57BL,wholemount,17,10.5 dpc
2352,in situ,MGI:3506972,emage,C57BL,wholemount,17,10.5 dpc
2353,in situ,MGI:3506973,emage,C57BL,wholemount,17,10.5 dpc
2354,in situ,MGI:3506974,emage,C57BL,wholemount,17,10.5 dpc
2355,in situ,MGI:3506975,emage,C57BL,wholemount,17,10.5 dpc
2356,in situ,MGI:3506975,emage,C57BL,wholemount,18,10.5 dpc
2357,in situ,MGI:3506976,emage,C57BL,wholemount,18,10.5 dpc
2358,in situ,MGI:3506976,emage,C57BL,wholemount,17,10.5 dpc
2359,in situ,MGI:3506977,emage,C57BL,wholemount,17,10.5 dpc
2360,in situ,MGI:3506977,emage,C57BL,wholemount,18,10.5 dpc
2361,in situ,MGI:3506978,emage,C57BL,wholemount,16,10.5 dpc
2362,in situ,MGI:3506978,emage,C57BL,wholemount,18,10.5 dpc
2363,in situ,MGI:3506969,emage,C57BL,wholemount,18,10.5 dpc
2364,in situ,MGI:3506979,emage,C57BL,wholemount,18,10.5 dpc
2365,in situ,MGI:3506980,emage,C57BL,wholemount,18,10.5 dpc
2366,in situ,MGI:3506981,emage,C57BL,wholemount,17,10.5 dpc
2367,in situ,MGI:3506981,emage,C57BL,wholemount,18,10.5 dpc
2368,in situ,MGI:3506982,emage,C57BL,wholemount,18,10.5 dpc
2369,in situ,MGI:3506982,emage,C57BL,wholemount,17,10.5 dpc
2370,in situ,MGI:3506983,emage,C57BL,wholemount,18,10.5 dpc
2371,in situ,MGI:3506983,emage,C57BL,wholemount,17,10.5 dpc
2372,in situ,MGI:3506984,emage,C57BL,wholemount,18,10.5 dpc
2373,in situ,MGI:3506985,emage,C57BL,wholemount,17,10.5 dpc
2374,in situ,MGI:3506986,emage,C57BL,wholemount,18,10.5 dpc
2375,in situ,MGI:3506987,emage,C57BL,wholemount,18,10.5 dpc
2376,in situ,MGI:3506987,emage,C57BL,wholemount,17,10.5 dpc
2377,in situ,MGI:3507325,emage,C57BL,wholemount,16,10.5 dpc
2378,in situ,MGI:3507325,emage,C57BL,wholemount,17,10.5 dpc
2379,in situ,MGI:3507326,emage,C57BL,wholemount,17,10.5 dpc
2380,in situ,MGI:3507327,emage,C57BL,wholemount,18,10.5 dpc
2381,in situ,MGI:3507327,emage,C57BL,wholemount,17,10.5 dpc
2382,in situ,MGI:3507328,emage,C57BL,wholemount,18,10.5 dpc
2383,in situ,MGI:3506988,emage,C57BL,wholemount,18,10.5 dpc
2384,in situ,MGI:3506989,emage,C57BL,wholemount,18,10.5 dpc
2385,in situ,MGI:3507329,emage,C57BL,wholemount,17,10.5 dpc
2386,in situ,MGI:3506990,emage,C57BL,wholemount,18,10.5 dpc
2387,in situ,MGI:3506991,emage,C57BL,wholemount,17,10.5 dpc
2388,in situ,MGI:3506992,emage,C57BL,wholemount,18,10.5 dpc
2389,in situ,MGI:3506992,emage,C57BL,wholemount,17,10.5 dpc
2390,in situ,MGI:3506993,emage,C57BL,wholemount,18,10.5 dpc
2391,in situ,MGI:3506993,emage,C57BL,wholemount,17,10.5 dpc
2392,in situ,MGI:3506994,emage,C57BL,wholemount,16,10.5 dpc
2393,in situ,MGI:3506994,emage,C57BL,wholemount,17,10.5 dpc
2394,in situ,MGI:3507330,emage,C57BL,wholemount,17,10.5 dpc
2395,in situ,MGI:3506995,emage,C57BL,wholemount,18,10.5 dpc
2396,in situ,MGI:3506996,emage,C57BL,wholemount,18,10.5 dpc
2397,in situ,MGI:3506997,emage,C57BL,wholemount,17,10.5 dpc
2398,in situ,MGI:3507332,emage,C57BL,wholemount,16,10.5 dpc
2399,in situ,MGI:3507332,emage,C57BL,wholemount,18,10.5 dpc
2400,in situ,MGI:3507333,emage,C57BL,wholemount,17,10.5 dpc
2401,in situ,MGI:3507333,emage,C57BL,wholemount,17,10.5 dpc
2402,in situ,MGI:3506715,emage,C57BL,wholemount,18,10.5 dpc
2403,in situ,MGI:3506715,emage,C57BL,wholemount,17,10.5 dpc
2404,in situ,MGI:3506716,emage,C57BL,wholemount,17,10.5 dpc
2405,in situ,MGI:3506716,emage,C57BL,wholemount,18,10.5 dpc
2406,in situ,MGI:3506717,emage,C57BL,wholemount,17,10.5 dpc
2407,in situ,MGI:3506718,emage,C57BL,wholemount,18,10.5 dpc
2408,in situ,MGI:3506718,emage,C57BL,wholemount,16,10.5 dpc
2409,in situ,MGI:3506719,emage,C57BL,wholemount,17,10.5 dpc
2410,in situ,MGI:3506720,emage,C57BL,wholemount,17,10.5 dpc
2411,in situ,MGI:3506720,emage,C57BL,wholemount,18,10.5 dpc
2412,in situ,MGI:3506721,emage,C57BL,wholemount,17,10.5 dpc
2413,in situ,MGI:3506722,emage,C57BL,wholemount,17,10.5 dpc
2414,in situ,MGI:3506723,emage,C57BL,wholemount,17,10.5 dpc
2415,in situ,MGI:3506724,emage,C57BL,wholemount,17,10.5 dpc
2416,in situ,MGI:3506724,emage,C57BL,wholemount,18,10.5 dpc
2417,in situ,MGI:3506725,emage,C57BL,wholemount,17,10.5 dpc
2418,in situ,MGI:3506725,emage,C57BL,wholemount,17,10.5 dpc
2419,in situ,MGI:3506726,emage,C57BL,wholemount,18,10.5 dpc
