emage_id,type,probe_id,source_id,specimen_id,stage_id
2964,in situ,MGI:3507143,1,35,165
2965,in situ,MGI:3507143,1,35,521
2966,in situ,MGI:3507144,1,35,165
2967,in situ,MGI:3507144,1,35,199
2968,in situ,MGI:3507145,1,35,165
2969,in situ,MGI:3507145,1,35,199
2970,in situ,MGI:3507146,1,35,165
2971,in situ,MGI:3507147,1,35,165
2972,in situ,MGI:3507149,1,35,165
2973,in situ,MGI:3507150,1,35,521
2974,in situ,MGI:3507150,1,35,165
2975,in situ,MGI:3507151,1,35,165
2976,in situ,MGI:3507396,1,35,199
2977,in situ,MGI:3507152,1,35,165
2978,in situ,MGI:3507153,1,35,199
2979,in situ,MGI:3507155,1,35,199
2980,in situ,MGI:3507156,1,35,199
2981,in situ,MGI:3507397,1,35,199
2982,in situ,MGI:3507397,1,35,165
2983,in situ,MGI:3507157,1,35,199
2984,in situ,MGI:3507398,1,35,199
2985,in situ,MGI:3507398,1,35,165
2986,in situ,MGI:3507158,1,35,199
2987,in situ,MGI:3507159,1,35,199
2988,in situ,MGI:3507160,1,35,199
2989,in situ,MGI:3507161,1,35,521
2990,in situ,MGI:3507161,1,35,165
2991,in situ,MGI:3507162,1,35,165
2992,in situ,MGI:3507164,1,35,199
2993,in situ,MGI:3507166,1,35,165
2994,in situ,MGI:3507166,1,35,199
2995,in situ,MGI:3507167,1,35,521
2996,in situ,MGI:3507167,1,35,165
2997,in situ,MGI:3507168,1,35,199
2998,in situ,MGI:3507169,1,35,199
2999,in situ,MGI:3507169,1,35,165
3000,in situ,MGI:3507170,1,35,165
3001,in situ,MGI:3507171,1,35,165
3002,in situ,MGI:3507173,1,35,199
3003,in situ,MGI:3507173,1,35,165
3004,in situ,MGI:3507174,1,35,199
3005,in situ,MGI:3507174,1,35,165
3006,in situ,MGI:3507175,1,35,165
3007,in situ,MGI:3507176,1,35,199
3008,in situ,MGI:3507176,1,35,165
3009,in situ,MGI:3507177,1,35,199
3010,in situ,MGI:3507177,1,35,165
3011,in situ,MGI:3507178,1,35,165
3012,in situ,MGI:3507179,1,35,199
3013,in situ,MGI:3507181,1,35,199
3014,in situ,MGI:3507181,1,35,165
3015,in situ,MGI:3507183,1,35,165
3016,in situ,MGI:3507184,1,35,199
3017,in situ,MGI:3507185,1,35,199
3018,in situ,MGI:3507185,1,35,165
3019,in situ,MGI:3507186,1,35,199
3020,in situ,MGI:3507186,1,35,165
3021,in situ,MGI:3507187,1,35,199
3022,in situ,MGI:3507399,1,35,199
3023,in situ,MGI:3507399,1,35,165
3024,in situ,MGI:3507400,1,35,199
3025,in situ,MGI:3507401,1,35,165
3026,in situ,MGI:3507402,1,35,199
3027,in situ,MGI:3507402,1,35,165
3028,in situ,MGI:3507403,1,35,165
3029,in situ,MGI:3506211,1,35,199
3030,in situ,MGI:3506212,1,35,199
3031,in situ,MGI:3506213,1,35,165
3032,in situ,MGI:3506214,1,35,199
3033,in situ,MGI:3506215,1,35,521
3034,in situ,MGI:3506215,1,35,165
3035,in situ,MGI:3506216,1,35,199
3036,in situ,MGI:3506218,1,35,521
3037,in situ,MGI:3506218,1,35,165
3038,in situ,MGI:3506219,1,35,199
3039,in situ,MGI:3506220,1,35,165
3040,in situ,MGI:3506221,1,35,521
3041,in situ,MGI:3506221,1,35,199
3042,in situ,MGI:3506222,1,35,521
3043,in situ,MGI:3506222,1,35,165
3044,in situ,MGI:3506223,1,35,199
3045,in situ,MGI:3506224,1,35,199
3046,in situ,MGI:3506224,1,35,165
3047,in situ,MGI:3506225,1,35,165
3048,in situ,MGI:3506225,1,35,165
3049,in situ,MGI:3506226,1,35,165
3050,in situ,MGI:3506226,1,35,521
3051,in situ,MGI:3506228,1,35,165
3052,in situ,MGI:3506229,1,35,165
3053,in situ,MGI:3506230,1,35,165
3054,in situ,MGI:3506230,1,35,199
3055,in situ,MGI:3506232,1,35,199
3056,in situ,MGI:3506233,1,35,165
3057,in situ,MGI:3506235,1,35,521
3058,in situ,MGI:3506235,1,35,165
3059,in situ,MGI:3506237,1,35,199
3060,in situ,MGI:3506238,1,35,199
3061,in situ,MGI:3506239,1,35,165
3062,in situ,MGI:3506239,1,35,199
3063,in situ,MGI:3506240,1,35,521
3064,in situ,MGI:3506240,1,35,165
3065,in situ,MGI:3507242,1,35,199
3066,in situ,MGI:3507242,1,35,165
3067,in situ,MGI:3506242,1,35,165
3068,in situ,MGI:3506242,1,35,199
3069,in situ,MGI:3506243,1,35,199
3070,in situ,MGI:3506244,1,35,199
3071,in situ,MGI:3506244,1,35,521
3072,in situ,MGI:3506245,1,35,165
3073,in situ,MGI:3506245,1,35,199
3074,in situ,MGI:3506246,1,35,165
3075,in situ,MGI:3506246,1,35,199
3076,in situ,MGI:3506247,1,35,165
3077,in situ,MGI:3506247,1,35,199
3078,in situ,MGI:3506248,1,35,199
3079,in situ,MGI:3506249,1,35,165
3080,in situ,MGI:3506249,1,35,521
3081,in situ,MGI:3506250,1,35,165
3082,in situ,MGI:3506251,1,35,521
3083,in situ,MGI:3506251,1,35,165
3084,in situ,MGI:3506253,1,35,165
3085,in situ,MGI:3506253,1,35,199
3086,in situ,MGI:3506254,1,35,165
3087,in situ,MGI:3506256,1,35,165
3088,in situ,MGI:3506257,1,35,165
3089,in situ,MGI:3506258,1,35,165
3090,in situ,MGI:3506259,1,35,199
3091,in situ,MGI:3506259,1,35,165
3092,in situ,MGI:3506260,1,35,521
3093,in situ,MGI:3506260,1,35,521
3094,in situ,MGI:3506260,1,35,165
3095,in situ,MGI:3506261,1,35,165
3096,in situ,MGI:3506261,1,35,521
3097,in situ,MGI:3506262,1,35,199
3098,in situ,MGI:3506262,1,35,165
3099,in situ,MGI:3506263,1,35,165
3100,in situ,MGI:3506263,1,35,521
3101,in situ,MGI:3506264,1,35,521
3102,in situ,MGI:3506266,1,35,521
3103,in situ,MGI:3506266,1,35,165
3104,in situ,MGI:3506267,1,35,521
3105,in situ,MGI:3506267,1,35,199
3106,in situ,MGI:3506268,1,35,199
3107,in situ,MGI:3506268,1,35,165
3108,in situ,MGI:3506269,1,35,165
3109,in situ,MGI:3506270,1,35,165
3110,in situ,MGI:3506271,1,35,165
3111,in situ,MGI:3506272,1,35,165
3112,in situ,MGI:3506272,1,35,521
3113,in situ,MGI:3506274,1,35,165
3114,in situ,MGI:3506275,1,35,165
3115,in situ,MGI:3506275,1,35,521
3116,in situ,MGI:3506276,1,35,199
3117,in situ,MGI:3506276,1,35,165
3118,in situ,MGI:3506277,1,35,165
3119,in situ,MGI:3506278,1,35,165
3120,in situ,MGI:3506279,1,35,165
3121,in situ,MGI:3506279,1,35,521
3122,in situ,MGI:3506280,1,35,521
3123,in situ,MGI:3506280,1,35,199
3124,in situ,MGI:3506281,1,35,199
3125,in situ,MGI:3506281,1,35,521
3126,in situ,MGI:3506283,1,35,165
3127,in situ,MGI:3506284,1,35,199
3128,in situ,MGI:3506284,1,35,521
3129,in situ,MGI:3506285,1,35,521
3130,in situ,MGI:3506285,1,35,165
3131,in situ,MGI:3506286,1,35,199
3132,in situ,MGI:3506287,1,35,521
3133,in situ,MGI:3506287,1,35,165
3134,in situ,MGI:3506288,1,35,521
3135,in situ,MGI:3506288,1,35,165
3136,in situ,MGI:3506289,1,35,165
3137,in situ,MGI:3506291,1,35,165
3138,in situ,MGI:3506292,1,35,521
3139,in situ,MGI:3506292,1,35,165
3140,in situ,MGI:3506293,1,35,521
3141,in situ,MGI:3506294,1,35,521
3142,in situ,MGI:3506294,1,35,199
3143,in situ,MGI:3506295,1,35,165
3144,in situ,MGI:3506295,1,35,199
3145,in situ,MGI:3506296,1,35,165
3146,in situ,MGI:3506296,1,35,165
3147,in situ,MGI:3506297,1,35,199
3148,in situ,MGI:3506297,1,35,165
3149,in situ,MGI:3506298,1,35,165
3150,in situ,MGI:3506298,1,35,521
3151,in situ,MGI:3506299,1,35,199
3152,in situ,MGI:3506299,1,35,165
3153,in situ,MGI:3506300,1,35,199
3154,in situ,MGI:3506301,1,35,199
3155,in situ,MGI:3506301,1,35,165
3156,in situ,MGI:3506339,1,35,165
3157,in situ,MGI:3506340,1,35,199
3158,in situ,MGI:3506340,1,35,165
3159,in situ,MGI:3506341,1,35,165
3160,in situ,MGI:3506343,1,35,521
3161,in situ,MGI:3506343,1,35,165
3162,in situ,MGI:3506344,1,35,165
3163,in situ,MGI:3506345,1,35,521
3164,in situ,MGI:3506346,1,35,199
3165,in situ,MGI:3506346,1,35,165
3166,in situ,MGI:3506348,1,35,165
3167,in situ,MGI:3506349,1,35,199
3168,in situ,MGI:3506349,1,35,165
3169,in situ,MGI:3506350,1,35,165
3170,in situ,MGI:3506351,1,35,165
3171,in situ,MGI:3506352,1,35,521
3172,in situ,MGI:3506352,1,35,199
3173,in situ,MGI:3507244,1,35,199
3174,in situ,MGI:3507244,1,35,165
3175,in situ,MGI:3506354,1,35,165
3176,in situ,MGI:3506354,1,35,521
3177,in situ,MGI:3506355,1,35,199
3178,in situ,MGI:3507246,1,35,165
3179,in situ,MGI:3506356,1,35,165
3180,in situ,MGI:3506357,1,35,165
3181,in situ,MGI:3506358,1,35,199
3182,in situ,MGI:3506359,1,35,165
3183,in situ,MGI:3506359,1,35,521
3184,in situ,MGI:3506360,1,35,165
3185,in situ,MGI:3507247,1,35,165
3186,in situ,MGI:3506361,1,35,521
3187,in situ,MGI:3506361,1,35,199
3188,in situ,MGI:3506362,1,35,165
3189,in situ,MGI:3506363,1,35,165
3190,in situ,MGI:3506363,1,35,199
3191,in situ,MGI:3506364,1,35,199
3192,in situ,MGI:3506364,1,35,521
3193,in situ,MGI:3506365,1,35,199
3194,in situ,MGI:3506365,1,35,165
3195,in situ,MGI:3506366,1,35,165
3196,in situ,MGI:3506366,1,35,199
3197,in situ,MGI:3506367,1,35,165
3198,in situ,MGI:3506368,1,35,521
3199,in situ,MGI:3506368,1,35,165
3200,in situ,MGI:3507249,1,35,521
3201,in situ,MGI:3506369,1,35,165
3202,in situ,MGI:3506369,1,35,199
3203,in situ,MGI:3506370,1,35,199
3204,in situ,MGI:3506370,1,35,521
3205,in situ,MGI:3506371,1,35,165
3206,in situ,MGI:3506373,1,35,165
3207,in situ,MGI:3506374,1,35,165
3208,in situ,MGI:3506374,1,35,199
3209,in situ,MGI:3506375,1,35,165
3210,in situ,MGI:3506376,1,35,521
3211,in situ,MGI:3506376,1,35,199
3212,in situ,MGI:3506377,1,35,521
3213,in situ,MGI:3506377,1,35,165
3214,in situ,MGI:3506378,1,35,199
3215,in situ,MGI:3506378,1,35,165
3216,in situ,MGI:3506379,1,35,165
3217,in situ,MGI:3506380,1,35,199
3218,in situ,MGI:3506380,1,35,165
3219,in situ,MGI:3506381,1,35,199
3220,in situ,MGI:3506382,1,35,199
3221,in situ,MGI:3506382,1,35,165
3222,in situ,MGI:3506383,1,35,199
3223,in situ,MGI:3506383,1,35,199
3224,in situ,MGI:3506384,1,35,165
3225,in situ,MGI:3506384,1,35,199
3226,in situ,MGI:3506385,1,35,165
3227,in situ,MGI:3506386,1,35,165
3228,in situ,MGI:2180338,2,43,24436
3229,in situ,MGI:2386042,2,87,122
3230,in situ,MGI:1101195,2,4,221
3231,in situ,MGI:2449092,2,4,666
3232,in situ,MGI:1351283,2,4,165
3233,in situ,MGI:1164693,2,193,221
3234,in situ,MGI:1929271,2,193,221
3235,in situ,MGI:1328415,2,194,221
3236,in situ,MGI:1328415,2,194,402
3237,in situ,MGI:1328415,2,194,165
3238,in situ,MGI:1328415,2,195,155
3239,in situ,MGI:1328415,2,195,402
3240,in situ,MGI:1328415,2,195,165
3241,in situ,MGI:9337,2,196,24451
3242,in situ,MGI:1101192,2,197,24452
3243,in situ,MGI:1101192,2,196,24452
3244,in situ,MGI:1309773,2,196,24452
3245,in situ,MGI:1309770,2,198,155
3246,in situ,MGI:1309770,2,198,165
3247,immunohistochemistry,MGI:1345761,2,199,300
3248,immunohistochemistry,MGI:1345761,2,199,221
3249,in situ,MGI:14729,2,3,1
3250,in situ,MGI:14729,2,17,1
3251,in situ,MGI:2445989,2,113,221
3252,in situ,MGI:30611,2,17,300
3253,in situ,MGI:17195,2,19,155
3254,in situ,MGI:2687307,2,5,165
3255,in situ,MGI:17195,2,113,155
3256,in situ,MGI:1333123,2,151,24465
3257,in situ,MGI:2671252,2,151,155
3258,immunohistochemistry,MGI:2135883,2,28,122
3259,immunohistochemistry,MGI:2135883,2,28,2
3260,immunohistochemistry,MGI:2135883,2,28,199
3261,immunohistochemistry,MGI:2135883,2,28,8325
3262,immunohistochemistry,MGI:2135883,2,66,300
3263,in situ,MGI:2386869,2,34,221
3264,in situ,MGI:2386869,2,34,155
3265,in situ,MGI:2386869,2,187,155
3266,in situ,MGI:2386869,2,34,165
3267,immunohistochemistry,MGI:1934839,2,3,33
3268,in situ,MGI:2158747,2,200,221
3269,in situ,MGI:1335873,2,113,24479
3270,in situ,MGI:1334279,2,146,24481
3271,in situ,MGI:1328382,2,151,155
3272,in situ,MGI:2152044,2,3,165
3273,in situ,MGI:2148101,2,3,155
3274,in situ,MGI:1860521,2,3,402
3275,in situ,MGI:1860522,2,3,402
3276,in situ,MGI:1275945,2,66,165
3277,in situ,MGI:12837,2,149,199
3278,in situ,MGI:12837,2,149,700
3279,in situ,MGI:1336665,2,113,221
3280,in situ,MGI:1261541,2,3,300
3281,in situ,MGI:1277654,2,151,467
3282,in situ,MGI:1277654,2,151,165
3283,in situ,MGI:1303179,2,3,300
3284,in situ,MGI:1331678,2,3,11782
3285,in situ,MGI:18807,2,201,467
3286,in situ,MGI:18807,2,201,165
3287,in situ,MGI:18808,2,202,165
3288,in situ,MGI:18808,2,202,165
3289,in situ,MGI:9001,2,202,165
3290,immunohistochemistry,MGI:1343612,2,203,155
3291,in situ,MGI:15970,2,4,165
3292,in situ,MGI:23585,2,204,165
3293,in situ,MGI:14729,2,3,155
3294,in situ,MGI:14719,2,3,21942
3295,immunohistochemistry,MGI:2137298,2,205,165
3296,immunohistochemistry,MGI:2137298,2,205,1
3297,in situ,MGI:1326871,1,3,1
3298,in situ,MGI:1328385,2,4,165
3299,in situ,MGI:9330,2,3,1
3300,in situ,MGI:1328386,2,4,24510
3301,in situ,MGI:2158643,2,4,2
3302,in situ,MGI:1346822,2,47,165
3303,in situ,MGI:1346822,2,47,2
3304,in situ,MGI:1331401,2,54,1
3305,immunohistochemistry,MGI:2178309,2,3,521
3306,in situ,MGI:1316840,2,47,165
3307,in situ,MGI:23936,2,182,1
3308,in situ,MGI:23936,2,182,1
3309,in situ,MGI:23936,2,182,1
3310,in situ,MGI:23936,2,182,1
3311,in situ,MGI:2153086,2,3,1
3312,in situ,MGI:23164,2,4,165
3313,in situ,MGI:3510028,2,6,199
3314,in situ,MGI:1931484,2,4,122
3315,in situ,MGI:26910,2,47,155
3316,in situ,MGI:3509999,2,206,199
3317,in situ,MGI:26910,2,2,4099
3318,in situ,MGI:26910,2,4,221
3319,in situ,MGI:20957,2,3,1
3320,in situ,MGI:1321259,2,3,165
3321,in situ,MGI:3505895,2,6,199
3322,in situ,MGI:1345758,2,1,155
3323,in situ,MGI:26910,2,4,300
3324,in situ,MGI:26910,1,4,221
3325,immunohistochemistry,MGI:1338490,2,162,3211
3326,in situ,MGI:1345758,2,4,300
3327,in situ,MGI:2154508,2,4,711
3328,immunohistochemistry,MGI:1338490,2,162,24545
3329,in situ,MGI:2179206,2,3,165
3330,immunohistochemistry,MGI:1338490,2,162,2
3331,in situ,MGI:1334953,2,2,267
3332,in situ,MGI:2179206,2,3,1
3333,in situ,MGI:14729,2,20,24551
3334,in situ,MGI:2447759,2,3,1
3335,in situ,MGI:1340307,2,207,689
3336,immunohistochemistry,MGI:2150169,2,3,24554
3337,in situ,MGI:31029,2,3,24545
3338,in situ,MGI:1340307,2,207,8325
3339,in situ,MGI:31029,2,3,300
3340,in situ,MGI:1196513,2,4,14740
3341,in situ,MGI:1196513,2,4,54
3342,in situ,MGI:1196513,2,4,267
3343,in situ,MGI:1196513,2,3,267
3344,in situ,MGI:1196513,2,28,267
3345,in situ,MGI:1328144,2,137,155
3346,in situ,MGI:2386869,2,187,165
3347,in situ,MGI:2386869,2,187,1
3348,in situ,MGI:22400,2,4,8325
3349,in situ,MGI:22400,2,4,155
3350,in situ,MGI:2677355,2,3,155
3351,in situ,MGI:2677355,2,3,155
3352,in situ,MGI:3033342,2,19,24572
3353,in situ,MGI:3033342,2,19,24573
3354,in situ,MGI:3033629,2,19,488
3355,in situ,MGI:3033629,2,19,1771
3356,in situ,MGI:3033629,2,19,245
3357,in situ,MGI:3033629,2,208,24577
3358,in situ,MGI:2671096,2,209,20631
3359,in situ,MGI:2450234,2,4,165
3360,in situ,MGI:2152046,2,3,165
3361,in situ,MGI:2678297,2,16,155
3362,in situ,MGI:2671097,2,209,20631
3363,immunohistochemistry,MGI:1860227,2,210,165
3364,immunohistochemistry,MGI:1860227,1,211,199
3365,immunohistochemistry,MGI:1928170,2,212,24586
3366,immunohistochemistry,MGI:2148142,2,4,1056
3367,in situ,MGI:1346659,2,3,155
3368,in situ,MGI:2677499,2,4,165
3369,immunohistochemistry,MGI:1298413,2,182,24590
3370,in situ,MGI:2683473,2,4,199
3371,in situ,MGI:2676961,2,4,165
3372,in situ,MGI:1345492,2,4,165
3373,immunohistochemistry,MGI:1859757,2,140,155
3374,in situ,MGI:1927573,2,158,24596
3375,immunohistochemistry,MGI:2150170,2,3,199
3376,immunohistochemistry,MGI:2157328,2,3,155
3377,immunohistochemistry,MGI:2157328,2,3,24599
3378,immunohistochemistry,MGI:2157328,2,3,24600
3379,immunohistochemistry,MGI:2157328,2,3,165
3380,immunohistochemistry,MGI:2157328,2,3,23159
3381,immunohistochemistry,MGI:1328239,2,151,155
3382,immunohistochemistry,MGI:1328239,2,4,155
3383,immunohistochemistry,MGI:1328239,2,19,155
3384,immunohistochemistry,MGI:2683420,2,4,402
3385,in situ,MGI:2149773,2,3,199
3386,in situ,MGI:2684087,2,213,122
3387,in situ,MGI:2449092,2,4,300
3388,in situ,MGI:3040965,2,214,467
3389,in situ,MGI:1328384,2,4,165
3390,in situ,MGI:1331677,2,3,11782
3391,in situ,MGI:1334951,2,47,155
3392,in situ,MGI:1334951,2,47,2
3393,in situ,MGI:1334951,2,2,24617
3394,in situ,MGI:1098117,2,3,165
3395,in situ,MGI:1098117,2,163,165
3396,in situ,MGI:1334951,2,4,33
3397,in situ,MGI:2677386,1,4,165
3398,in situ,MGI:1334951,2,4,2
3399,immunohistochemistry,MGI:2148090,2,180,155
3400,immunohistochemistry,MGI:2148090,2,180,165
3401,in situ,MGI:1339070,2,215,278
3402,in situ,MGI:1339070,2,38,165
3403,in situ,MGI:1196065,2,4,165
3404,in situ,MGI:3583711,2,4,402
3405,in situ,MGI:3583711,2,216,402
3406,in situ,MGI:2152921,2,3,421
3407,in situ,MGI:3604193,2,217,155
3408,in situ,MGI:1343799,2,4,165
3409,in situ,MGI:1331691,2,3,467
3410,in situ,MGI:1275942,2,66,155
3411,in situ,MGI:1340530,2,3,155
3412,in situ,MGI:1330181,2,4,165
3413,in situ,MGI:1859259,2,218,155
3414,in situ,MGI:2676965,2,219,199
3415,in situ,MGI:1332538,2,34,24641
3416,in situ,MGI:1334537,2,34,24642
3417,in situ,MGI:1340523,2,43,155
3418,in situ,MGI:1332853,2,220,2691
3419,in situ,MGI:1332853,2,221,2691
3420,in situ,MGI:1332853,2,221,20834
3421,in situ,MGI:1340524,2,43,155
3422,in situ,MGI:2176570,2,222,155
3423,in situ,MGI:2684088,2,213,122
3424,in situ,MGI:1261446,2,223,155
3425,in situ,MGI:1261446,2,223,155
3426,in situ,MGI:1261446,2,223,155
3427,in situ,MGI:1261446,2,223,155
3428,in situ,MGI:1340528,2,43,155
3429,in situ,MGI:3510433,2,3,155
3430,in situ,MGI:1351281,2,3,165
3431,immunohistochemistry,MGI:2153074,2,3,2
3432,immunohistochemistry,MGI:2676172,2,3,24599
3433,immunohistochemistry,MGI:2676172,2,3,24600
3434,immunohistochemistry,MGI:2676172,2,3,165
3435,immunohistochemistry,MGI:2676172,2,3,24554
3436,immunohistochemistry,MGI:2676172,2,3,24664
3437,immunohistochemistry,MGI:2676172,2,3,24665
3438,in situ,MGI:1330181,2,4,199
3439,in situ,MGI:2152048,2,4,521
3440,in situ,MGI:1332611,2,4,24510
3441,in situ,MGI:1332611,2,4,278
3442,immunohistochemistry,MGI:1332680,2,4,155
3443,in situ,MGI:1194845,2,3,165
3444,in situ,MGI:1334279,2,2,655
3445,in situ,MGI:1334279,2,2,24673
3446,in situ,MGI:1351280,2,3,165
3447,in situ,MGI:2153651,2,3,155
3448,in situ,MGI:2153651,2,4,155
3449,in situ,MGI:1276421,2,34,165
3450,in situ,MGI:1098157,2,4,2
3451,in situ,MGI:1098157,2,4,24680
3452,in situ,MGI:1098157,2,151,2
3453,in situ,MGI:2677389,2,4,165
3454,in situ,MGI:1194639,2,4,155
3455,in situ,MGI:2676415,2,4,155
3456,in situ,MGI:2687307,2,143,165
3457,in situ,MGI:3617170,2,1,199
3458,in situ,MGI:3617170,2,4,199
3459,in situ,MGI:2683161,2,4,521
3460,in situ,MGI:2683161,2,1,11782
3461,in situ,MGI:3052821,2,151,11782
3462,in situ,MGI:3052821,2,151,11782
3463,in situ,MGI:2158643,2,19,165
3464,in situ,MGI:9260,2,4,165
3465,in situ,MGI:2669657,2,4,300
3466,in situ,MGI:2669657,2,4,24719
3467,in situ,MGI:2669657,2,4,278
3468,in situ,MGI:2669657,2,4,165
3469,in situ,MGI:2669657,2,3,1
3470,in situ,MGI:2669659,2,4,300
3471,in situ,MGI:2669659,2,4,122
3472,in situ,MGI:2669659,2,4,165
3473,in situ,MGI:2669659,2,4,1
3474,in situ,MGI:1321259,2,3,24704
3475,in situ,MGI:1321259,2,4,24705
3476,in situ,MGI:1321259,2,3,165
3477,in situ,MGI:3052962,2,3,33
3478,in situ,MGI:2683117,2,4,155
3479,in situ,MGI:3047397,2,3,21942
3480,in situ,MGI:3052960,2,3,33
3481,in situ,MGI:3052960,2,3,122
3482,in situ,MGI:3052960,2,3,165
3483,in situ,MGI:2687309,2,4,165
3484,in situ,MGI:2687309,2,4,700
3485,in situ,MGI:3620715,2,13,155
3486,in situ,MGI:2687307,2,5,700
3487,in situ,MGI:3620706,2,13,421
3488,in situ,MGI:3041407,2,4,155
3489,in situ,MGI:3045220,2,3,24743
3490,in situ,MGI:3045220,2,3,24704
3491,in situ,MGI:3045220,2,3,20834
3492,immunohistochemistry,MGI:1309322,2,3,267
3493,immunohistochemistry,MGI:1309322,1,3,24704
3494,immunohistochemistry,MGI:1309322,2,3,165
3495,in situ,MGI:3618201,2,4,700
3496,in situ,MGI:3618201,2,4,700
3497,in situ,MGI:14729,2,4,155
3498,in situ,MGI:1303376,2,3,11782
3499,in situ,MGI:3055607,2,4,155
3500,immunohistochemistry,MGI:1276057,2,5,24732
3501,immunohistochemistry,MGI:1276057,2,5,24732
3502,in situ,MGI:3039769,2,4,155
3503,in situ,MGI:1346822,2,4,155
3504,in situ,MGI:1346822,2,4,165
3505,in situ,MGI:1346822,2,4,155
3506,in situ,MGI:1346822,2,4,165
3507,in situ,MGI:2450115,2,5,24732
3508,in situ,MGI:2450622,2,4,655
3509,in situ,MGI:2450622,2,4,24673
3510,in situ,MGI:1196638,2,224,24764
3511,in situ,MGI:1196638,2,225,8325
3512,in situ,MGI:3046991,2,4,155
3513,in situ,MGI:2668499,2,226,2
3514,in situ,MGI:3610375,2,4,2
3515,in situ,MGI:3618194,2,4,700
3516,in situ,MGI:3618194,2,4,700
3517,in situ,MGI:2449185,2,4,77
3518,in situ,MGI:3045448,2,4,199
3519,in situ,MGI:3045449,2,4,199
3520,in situ,MGI:1275071,2,28,155
3521,in situ,MGI:1270231,1,66,18059
3522,in situ,MGI:1196880,2,38,524
3523,in situ,MGI:1196880,2,38,1685
3524,in situ,MGI:1196880,2,38,2
3525,in situ,MGI:1196880,2,38,24680
3526,in situ,MGI:1196880,2,49,524
3527,in situ,MGI:3039770,2,4,155
3528,in situ,MGI:3040098,2,4,155
3529,in situ,MGI:3046987,2,4,155
3530,in situ,MGI:3040099,2,4,155
3531,in situ,MGI:3040099,2,4,122
3532,in situ,MGI:3039772,2,4,155
3533,in situ,MGI:3040101,2,4,155
3534,in situ,MGI:3040101,2,4,122
3536,in situ,MGI:3046972,2,151,165
3537,in situ,MGI:3046972,2,4,155
3538,in situ,MGI:3039022,2,4,165
3539,in situ,MGI:3045450,2,4,165
3540,in situ reporter,MGI:3529572,2,227,300
3541,in situ reporter,MGI:3529572,2,227,380
3542,in situ reporter,MGI:3529572,2,227,24791
3543,in situ reporter,MGI:3529572,2,227,402
3544,in situ,MGI:11239,2,4,165
3545,in situ,MGI:3045451,2,4,165
3546,in situ,MGI:3055611,2,4,165
3547,in situ,MGI:3529568,2,4,155
3548,in situ,MGI:23359,2,228,155
3549,in situ,MGI:23359,2,228,155
3550,in situ,MGI:3527593,2,29,155
3551,in situ,MGI:2449092,2,228,402
3552,in situ,MGI:2449092,1,228,402
3553,in situ,MGI:1335873,2,3,24743
3554,immunohistochemistry,MGI:2387999,2,3,24743
3555,in situ,MGI:1335873,2,3,8325
3556,immunohistochemistry,MGI:2387999,2,3,8325
3557,in situ,MGI:2445298,2,4,402
3558,in situ,MGI:3033622,2,19,300
3559,in situ,MGI:3033622,2,19,488
3560,in situ,MGI:2670122,2,4,24764
3561,in situ,MGI:2670122,2,4,221
3562,in situ,MGI:2670122,2,4,1771
3563,in situ,MGI:2671250,2,4,467
3564,in situ,MGI:25894,2,3,165
3565,in situ,MGI:25894,2,4,155
3566,in situ,MGI:25894,2,4,155
3567,in situ,MGI:25894,2,4,199
3568,in situ,MGI:1336943,2,4,221
3569,in situ,MGI:1336943,2,1,24792
3570,in situ,MGI:1336943,2,4,24794
3571,in situ,MGI:1336943,2,151,155
3572,in situ,MGI:1336943,2,4,155
3573,in situ,MGI:1328385,2,4,155
3574,in situ,MGI:1336711,2,140,267
3575,in situ,MGI:1336711,2,5,24821
3576,in situ,MGI:3045445,2,4,199
3577,immunohistochemistry,MGI:3603667,2,229,24823
3578,immunohistochemistry,MGI:3603667,2,229,24823
3579,immunohistochemistry,MGI:3603667,2,229,689
3580,immunohistochemistry,MGI:3603667,2,229,666
3581,immunohistochemistry,MGI:3603667,2,229,666
3582,immunohistochemistry,MGI:3603667,2,229,666
3583,in situ,MGI:2386899,2,3,1
3584,in situ,MGI:3028378,2,4,700
3585,in situ,MGI:2183916,2,230,689
3586,in situ,MGI:3045444,2,4,199
3587,in situ,MGI:3055603,2,4,155
3588,in situ,MGI:3055603,2,4,165
3589,in situ,MGI:3055605,2,4,155
3590,in situ,MGI:3055605,2,4,165
3591,in situ,MGI:2671251,2,151,245
3592,in situ,MGI:3046520,2,4,2
3593,in situ,MGI:2385688,2,44,700
3594,in situ,MGI:2385688,2,231,700
3595,in situ,MGI:2386904,2,3,1
3596,in situ,MGI:2386903,2,3,1
3597,in situ,MGI:3529564,2,4,155
3598,in situ,MGI:1101195,2,4,155
3599,in situ,MGI:2445336,2,151,24847
3600,in situ,MGI:2445336,2,151,221
3601,in situ,MGI:2445336,2,4,245
3602,in situ,MGI:2445336,2,4,155
3603,in situ,MGI:1275942,2,3,1
3604,in situ,MGI:25809,2,151,245
3605,in situ,MGI:3045447,2,4,199
3606,in situ,MGI:889863,2,4,165
3607,in situ,MGI:889863,2,3,155
3608,in situ,MGI:889863,2,3,165
3609,in situ,MGI:3044199,2,94,655
3610,in situ,MGI:3044199,2,94,221
3611,in situ,MGI:3044199,2,94,402
3612,in situ,MGI:3044199,2,232,402
3613,in situ,MGI:3044200,2,94,300
