Theirler Stage	Accession	Annotation	Data Source	Assay Type	Probe Accession	User Stage	Gene Symbol	Specimen Type	Specimen Strain
TS23	EMAGE:17949	wholemount spatial annotation	eurexpress	in situ	T37137	14.5 dpc	Tiparp	section	C57BL/6
TS17	EMAGE:1795	wholemount spatial annotation	emage	in situ	MGI:3506441	10.5 dpc	Lztr1	wholemount	C57BL
TS23	EMAGE:17950	wholemount spatial annotation	eurexpress	in situ	T37134	14.5 dpc	Tgoln2	section	C57BL/6
TS23	EMAGE:17951	wholemount spatial annotation	eurexpress	in situ	T37134	14.5 dpc	Tgoln1	section	C57BL/6
TS23	EMAGE:17952	wholemount spatial annotation	eurexpress	in situ	T37135	14.5 dpc	Thbs4	section	C57BL/6
TS23	EMAGE:17953	wholemount spatial annotation	eurexpress	in situ	T37138	14.5 dpc	Tjp1	section	C57BL/6
TS23	EMAGE:17954	wholemount spatial annotation	eurexpress	in situ	T37701	14.5 dpc	Epgn	section	C57BL/6
TS23	EMAGE:17955	wholemount spatial annotation	eurexpress	in situ	T37702	14.5 dpc	Epo	section	C57BL/6
TS23	EMAGE:17956	wholemount spatial annotation	eurexpress	in situ	T37138	14.5 dpc	Tjp1	section	C57BL/6
TS23	EMAGE:17935	wholemount spatial annotation	eurexpress	in situ	T37684	14.5 dpc	Dusp15	section	C57BL/6
TS23	EMAGE:17936	wholemount spatial annotation	eurexpress	in situ	T37681	14.5 dpc	Dock1	section	C57BL/6
TS23	EMAGE:17937	wholemount spatial annotation	eurexpress	in situ	T37685	14.5 dpc	E030010N08Rik	section	C57BL/6
TS23	EMAGE:17938	wholemount spatial annotation	eurexpress	in situ	T37686	14.5 dpc	E030011O05Rik	section	C57BL/6
TS23	EMAGE:17960	wholemount spatial annotation	eurexpress	in situ	T37703	14.5 dpc	Ahsp	section	C57BL/6
TS23	EMAGE:17961	wholemount spatial annotation	eurexpress	in situ	T37714	14.5 dpc	Ftmt	section	C57BL/6
TS23	EMAGE:17962	wholemount spatial annotation	eurexpress	in situ	T37716	14.5 dpc	Galntl1	section	C57BL/6
TS23	EMAGE:17963	wholemount spatial annotation	eurexpress	in situ	T37715	14.5 dpc	Mamld1	section	C57BL/6
TS23	EMAGE:17964	wholemount spatial annotation	eurexpress	in situ	T37711	14.5 dpc	Fbxl20	section	C57BL/6
TS23	EMAGE:17965	wholemount spatial annotation	eurexpress	in situ	T37718	14.5 dpc	Gdf6	section	C57BL/6
TS23	EMAGE:17966	wholemount spatial annotation	eurexpress	in situ	T37725	14.5 dpc	Fam59a	section	C57BL/6
TS23	EMAGE:17967	wholemount spatial annotation	eurexpress	in situ	T37720	14.5 dpc	Lgsn	section	C57BL/6
TS23	EMAGE:17968	wholemount spatial annotation	eurexpress	in situ	T37724	14.5 dpc	Gm22	section	C57BL/6
TS23	EMAGE:17969	wholemount spatial annotation	eurexpress	in situ	T37732	14.5 dpc	H2afy3	section	C57BL/6
TS16	EMAGE:1797	wholemount spatial annotation	emage	in situ	MGI:3506445	10.5 dpc	Serpina3k	wholemount	C57BL
TS23	EMAGE:17970	wholemount spatial annotation	eurexpress	in situ	T37728	14.5 dpc	Gpc5	section	C57BL/6
TS23	EMAGE:17971	wholemount spatial annotation	eurexpress	in situ	T37726	14.5 dpc	Gnb2l1	section	C57BL/6
TS23	EMAGE:17972	wholemount spatial annotation	eurexpress	in situ	T37733	14.5 dpc	H2-M2	section	C57BL/6
TS23	EMAGE:17973	wholemount spatial annotation	eurexpress	in situ	T37737	14.5 dpc	Hfe	section	C57BL/6
TS23	EMAGE:17974	wholemount spatial annotation	eurexpress	in situ	T38549	14.5 dpc	Mrgprb8	section	C57BL/6
TS23	EMAGE:17975	wholemount spatial annotation	eurexpress	in situ	T37735	14.5 dpc	Heca	section	C57BL/6
TS23	EMAGE:17976	wholemount spatial annotation	eurexpress	in situ	T37740	14.5 dpc	Hspbap1	section	C57BL/6
TS23	EMAGE:17977	wholemount spatial annotation	eurexpress	in situ	T37736	14.5 dpc	Hexb	section	C57BL/6
TS23	EMAGE:17978	wholemount spatial annotation	eurexpress	in situ	T38537	14.5 dpc	Gm10037	section	C57BL/6
TS23	EMAGE:17957	wholemount spatial annotation	eurexpress	in situ	T37709	14.5 dpc	F830005K03Rik	section	C57BL/6
TS23	EMAGE:17958	wholemount spatial annotation	eurexpress	in situ	T37704	14.5 dpc	Eras	section	C57BL/6
TS23	EMAGE:17959	wholemount spatial annotation	eurexpress	in situ	T37708	14.5 dpc	F730035P03Rik	section	C57BL/6
TS17	EMAGE:1796	wholemount spatial annotation	emage	in situ	MGI:3506445	10.5 dpc	Serpina3k	wholemount	C57BL
TS23	EMAGE:17982	wholemount spatial annotation	eurexpress	in situ	T36429	14.5 dpc	Glrp1	section	C57BL/6
TS23	EMAGE:17983	wholemount spatial annotation	eurexpress	in situ	T36410	14.5 dpc	Gal3st4	section	C57BL/6
TS23	EMAGE:17984	wholemount spatial annotation	eurexpress	in situ	T38545	14.5 dpc	Mcpt1	section	C57BL/6
TS23	EMAGE:17985	wholemount spatial annotation	eurexpress	in situ	T37097	14.5 dpc	Stxbp5	section	C57BL/6
TS23	EMAGE:17986	wholemount spatial annotation	eurexpress	in situ	T37680	14.5 dpc	Dnali1	section	C57BL/6
TS23	EMAGE:17987	wholemount spatial annotation	eurexpress	in situ	T37100	14.5 dpc	Sult2a1	section	C57BL/6
TS23	EMAGE:17988	wholemount spatial annotation	eurexpress	in situ	T37100	14.5 dpc	Sult2a2	section	C57BL/6
TS23	EMAGE:17989	wholemount spatial annotation	eurexpress	in situ	T37116	14.5 dpc	Tcerg1l	section	C57BL/6
TS18	EMAGE:1799	wholemount spatial annotation	emage	in situ	MGI:3506446	10.5 dpc	Hsf1	wholemount	C57BL
TS23	EMAGE:17990	wholemount spatial annotation	eurexpress	in situ	T37119	14.5 dpc	Tcte1	section	C57BL/6
TS23	EMAGE:17991	wholemount spatial annotation	eurexpress	in situ	T37133	14.5 dpc	Tg	section	C57BL/6
TS23	EMAGE:17992	wholemount spatial annotation	eurexpress	in situ	T37687	14.5 dpc	E030030I06Rik	section	C57BL/6
TS23	EMAGE:17993	wholemount spatial annotation	eurexpress	in situ	T37710	14.5 dpc	F830045P16Rik	section	C57BL/6
TS23	EMAGE:17994	wholemount spatial annotation	eurexpress	in situ	T37698	14.5 dpc	Efhc1	section	C57BL/6
TS23	EMAGE:17995	wholemount spatial annotation	eurexpress	in situ	T37697	14.5 dpc	Btaf1	section	C57BL/6
TS23	EMAGE:17996	wholemount spatial annotation	eurexpress	in situ	T37705	14.5 dpc	Ern1	section	C57BL/6
TS23	EMAGE:17997	wholemount spatial annotation	eurexpress	in situ	T37700	14.5 dpc	Epc2	section	C57BL/6
TS23	EMAGE:17998	wholemount spatial annotation	eurexpress	in situ	T37117	14.5 dpc	Tcirg1	section	C57BL/6
TS23	EMAGE:17999	wholemount spatial annotation	eurexpress	in situ	T37120	14.5 dpc	Tcte2	section	C57BL/6
TS11	EMAGE:180	only anatomy term annotation	mgi	in situ	MGI:17719	7.75 dpc	Epha4	section	
TS23	EMAGE:17979	wholemount spatial annotation	eurexpress	in situ	T38542	14.5 dpc	Gm10482	section	C57BL/6
TS17	EMAGE:1798	wholemount spatial annotation	emage	in situ	MGI:3506446	10.5 dpc	Hsf1	wholemount	C57BL
TS23	EMAGE:17980	wholemount spatial annotation	eurexpress	in situ	T38534	14.5 dpc	Gm4774	section	C57BL/6
TS23	EMAGE:17981	wholemount spatial annotation	eurexpress	in situ	T38541	14.5 dpc	Tmem95	section	C57BL/6
TS23	EMAGE:18003	wholemount spatial annotation	eurexpress	in situ	T37118	14.5 dpc	Tcp10b	section	C57BL/6
TS23	EMAGE:18004	wholemount spatial annotation	eurexpress	in situ	T37118	14.5 dpc	Tcp10c	section	C57BL/6
TS23	EMAGE:18005	wholemount spatial annotation	eurexpress	in situ	T37118	14.5 dpc	Tcp10	section	C57BL/6
TS23	EMAGE:18006	wholemount spatial annotation	eurexpress	in situ	T37688	14.5 dpc	E130119H09Rik	section	C57BL/6
TS23	EMAGE:18007	wholemount spatial annotation	eurexpress	in situ	T36404	14.5 dpc	Cenpt	section	C57BL/6
TS23	EMAGE:18008	wholemount spatial annotation	eurexpress	in situ	T37707	14.5 dpc	F630043A04Rik	section	C57BL/6
TS23	EMAGE:18009	wholemount spatial annotation	eurexpress	in situ	T37729	14.5 dpc	Gphb5	section	C57BL/6
TS17	EMAGE:1801	wholemount spatial annotation	emage	in situ	MGI:3506448	10.5 dpc	Hsf4	wholemount	C57BL
TS23	EMAGE:18010	wholemount spatial annotation	eurexpress	in situ	T37734	14.5 dpc	Alpk2	section	C57BL/6
TS23	EMAGE:18011	wholemount spatial annotation	eurexpress	in situ	T37721	14.5 dpc	Nlrp1a	section	C57BL/6
TS23	EMAGE:18012	wholemount spatial annotation	eurexpress	in situ	T37706	14.5 dpc	Etos1	section	C57BL/6
TS23	EMAGE:18013	wholemount spatial annotation	eurexpress	in situ	T37099	14.5 dpc	Sucla2	section	C57BL/6
TS23	EMAGE:18014	wholemount spatial annotation	eurexpress	in situ	T37689	14.5 dpc	Dmxl2	section	C57BL/6
TS23	EMAGE:18015	wholemount spatial annotation	eurexpress	in situ	T37683	14.5 dpc	Dock4	section	C57BL/6
TS23	EMAGE:18016	wholemount spatial annotation	eurexpress	in situ	T37695	14.5 dpc	Pcnxl2	section	C57BL/6
TS23	EMAGE:18017	wholemount spatial annotation	eurexpress	in situ	T37696	14.5 dpc	Usp44	section	C57BL/6
TS23	EMAGE:18018	wholemount spatial annotation	eurexpress	in situ	T37143	14.5 dpc	Tspan3	section	C57BL/6
TS23	EMAGE:18019	wholemount spatial annotation	eurexpress	in situ	T38540	14.5 dpc	Gm5431	section	C57BL/6
TS16	EMAGE:1802	wholemount spatial annotation	emage	in situ	MGI:3506449	10.5 dpc	Cebpg	wholemount	C57BL
TS23	EMAGE:18020	wholemount spatial annotation	eurexpress	in situ	T37739	14.5 dpc	Hpse	section	C57BL/6
TS18	EMAGE:1800	wholemount spatial annotation	emage	in situ	MGI:3506447	10.5 dpc	Hsf2	wholemount	C57BL
TS23	EMAGE:18000	wholemount spatial annotation	eurexpress	in situ	T37717	14.5 dpc	Gda	section	C57BL/6
TS23	EMAGE:18001	wholemount spatial annotation	eurexpress	in situ	T37114	14.5 dpc	Tbc1d7	section	C57BL/6
TS23	EMAGE:18002	wholemount spatial annotation	eurexpress	in situ	T37118	14.5 dpc	Tcp10a	section	C57BL/6
TS23	EMAGE:18025	wholemount spatial annotation	eurexpress	in situ	T37140	14.5 dpc	Tln1	section	C57BL/6
TS23	EMAGE:18026	wholemount spatial annotation	eurexpress	in situ	T38550	14.5 dpc	Mrgprx1	section	C57BL/6
TS23	EMAGE:18027	wholemount spatial annotation	eurexpress	in situ	T38553	14.5 dpc	Nlrp9a	section	C57BL/6
TS23	EMAGE:18028	wholemount spatial annotation	eurexpress	in situ	T38544	14.5 dpc	Magea4	section	C57BL/6
TS23	EMAGE:18029	wholemount spatial annotation	eurexpress	in situ	T37145	14.5 dpc	Tmc3	section	C57BL/6
TS16	EMAGE:1803	wholemount spatial annotation	emage	in situ	MGI:3507251	10.5 dpc	Mxd1	wholemount	C57BL
TS23	EMAGE:18030	wholemount spatial annotation	eurexpress	in situ	T37146	14.5 dpc	Tmed8	section	C57BL/6
TS23	EMAGE:18031	wholemount spatial annotation	eurexpress	in situ	T37144	14.5 dpc	Tmc1	section	C57BL/6
TS23	EMAGE:18032	wholemount spatial annotation	eurexpress	in situ	T37150	14.5 dpc	Tmem30b	section	C57BL/6
TS23	EMAGE:18033	wholemount spatial annotation	eurexpress	in situ	T37148	14.5 dpc	Tmem25	section	C57BL/6
TS23	EMAGE:18034	wholemount spatial annotation	eurexpress	in situ	T37149	14.5 dpc	Tmem26	section	C57BL/6
TS23	EMAGE:18035	wholemount spatial annotation	eurexpress	in situ	T37152	14.5 dpc	Tmod1	section	C57BL/6
TS23	EMAGE:18036	wholemount spatial annotation	eurexpress	in situ	T37151	14.5 dpc	Tmie	section	C57BL/6
TS23	EMAGE:18037	wholemount spatial annotation	eurexpress	in situ	T37147	14.5 dpc	Tmem20	section	C57BL/6
TS23	EMAGE:18038	wholemount spatial annotation	eurexpress	in situ	T37156	14.5 dpc	Tnfrsf1b	section	C57BL/6
TS23	EMAGE:18039	wholemount spatial annotation	eurexpress	in situ	T37157	14.5 dpc	Fas	section	C57BL/6
TS17	EMAGE:1804	wholemount spatial annotation	emage	in situ	MGI:3507251	10.5 dpc	Mxd1	wholemount	C57BL
TS23	EMAGE:18040	wholemount spatial annotation	eurexpress	in situ	T37158	14.5 dpc	Tnfsf11	section	C57BL/6
TS23	EMAGE:18041	wholemount spatial annotation	eurexpress	in situ	T37154	14.5 dpc	Tnfaip2	section	C57BL/6
TS23	EMAGE:18042	wholemount spatial annotation	eurexpress	in situ	T37155	14.5 dpc	Relt	section	C57BL/6
TS23	EMAGE:18021	wholemount spatial annotation	eurexpress	in situ	T38535	14.5 dpc	Taar6	section	C57BL/6
TS23	EMAGE:18022	wholemount spatial annotation	eurexpress	in situ	T37713	14.5 dpc	Fndc5	section	C57BL/6
TS23	EMAGE:18023	wholemount spatial annotation	eurexpress	in situ	T38552	14.5 dpc	Myo9b	section	C57BL/6
TS23	EMAGE:18024	wholemount spatial annotation	eurexpress	in situ	T37139	14.5 dpc	Tll2	section	C57BL/6
TS23	EMAGE:18047	wholemount spatial annotation	eurexpress	in situ	T37162	14.5 dpc	Cd70	section	C57BL/6
TS23	EMAGE:18048	wholemount spatial annotation	eurexpress	in situ	T37168	14.5 dpc	Top3a	section	C57BL/6
TS23	EMAGE:18049	wholemount spatial annotation	eurexpress	in situ	T37167	14.5 dpc	Top1	section	C57BL/6
TS17	EMAGE:1805	wholemount spatial annotation	emage	in situ	MGI:3506451	10.5 dpc	Mad2l1	wholemount	C57BL
TS23	EMAGE:18050	wholemount spatial annotation	eurexpress	in situ	T37170	14.5 dpc	Tmem165	section	C57BL/6
TS23	EMAGE:18051	wholemount spatial annotation	eurexpress	in situ	T37169	14.5 dpc	Trp53i11	section	C57BL/6
TS23	EMAGE:18052	wholemount spatial annotation	eurexpress	in situ	T37166	14.5 dpc	Tom1l2	section	C57BL/6
TS23	EMAGE:18053	wholemount spatial annotation	eurexpress	in situ	T37164	14.5 dpc	Tnfsf9	section	C57BL/6
TS23	EMAGE:18054	wholemount spatial annotation	eurexpress	in situ	T37168	14.5 dpc	Top3a	section	C57BL/6
TS23	EMAGE:18055	wholemount spatial annotation	eurexpress	in situ	T37169	14.5 dpc	Trp53i11	section	C57BL/6
TS23	EMAGE:18056	wholemount spatial annotation	eurexpress	in situ	T37173	14.5 dpc	Tpi1	section	C57BL/6
TS23	EMAGE:18057	wholemount spatial annotation	eurexpress	in situ	T37690	14.5 dpc	E130203B14Rik	section	C57BL/6
TS23	EMAGE:18058	wholemount spatial annotation	eurexpress	in situ	T37712	14.5 dpc	Fbxo43	section	C57BL/6
TS23	EMAGE:18059	wholemount spatial annotation	eurexpress	in situ	T36128	14.5 dpc	Ccrn4l	section	C57BL/6
TS17	EMAGE:1806	wholemount spatial annotation	emage	in situ	MGI:3506452	10.5 dpc	Mxd3	wholemount	C57BL
TS23	EMAGE:18060	wholemount spatial annotation	eurexpress	in situ	T37141	14.5 dpc	Tlr12	section	C57BL/6
TS23	EMAGE:18061	wholemount spatial annotation	eurexpress	in situ	T37175	14.5 dpc	Traf3	section	C57BL/6
TS23	EMAGE:18062	wholemount spatial annotation	eurexpress	in situ	T36079	14.5 dpc	Mapk10	section	C57BL/6
TS23	EMAGE:18063	wholemount spatial annotation	eurexpress	in situ	T37176	14.5 dpc	Traf4	section	C57BL/6
TS23	EMAGE:18064	wholemount spatial annotation	eurexpress	in situ	T37177	14.5 dpc	Trim23	section	C57BL/6
TS23	EMAGE:18043	wholemount spatial annotation	eurexpress	in situ	T37163	14.5 dpc	Tnfsf8	section	C57BL/6
TS23	EMAGE:18044	wholemount spatial annotation	eurexpress	in situ	T37161	14.5 dpc	Cd40lg	section	C57BL/6
TS23	EMAGE:18045	wholemount spatial annotation	eurexpress	in situ	T37164	14.5 dpc	Tnfsf9	section	C57BL/6
TS23	EMAGE:18046	wholemount spatial annotation	eurexpress	in situ	T37159	14.5 dpc	Tnfsf12	section	C57BL/6
TS23	EMAGE:18069	wholemount spatial annotation	eurexpress	in situ	T36083	14.5 dpc	Myo16	section	C57BL/6
TS16	EMAGE:1807	wholemount spatial annotation	emage	in situ	MGI:3506453	10.5 dpc	Gata1	wholemount	C57BL
TS23	EMAGE:18070	wholemount spatial annotation	eurexpress	in situ	T36082	14.5 dpc	C230030N03Rik	section	C57BL/6
TS23	EMAGE:18071	wholemount spatial annotation	eurexpress	in situ	T36081	14.5 dpc	C230013L11Rik	section	C57BL/6
TS23	EMAGE:18072	wholemount spatial annotation	eurexpress	in situ	T36084	14.5 dpc	C230071H18Rik	section	C57BL/6
TS23	EMAGE:18073	wholemount spatial annotation	eurexpress	in situ	T37692	14.5 dpc	E2f7	section	C57BL/6
TS23	EMAGE:18074	wholemount spatial annotation	eurexpress	in situ	T37110	14.5 dpc	Sytl2	section	C57BL/6
TS23	EMAGE:18075	wholemount spatial annotation	eurexpress	in situ	T37115	14.5 dpc	Tbk1	section	C57BL/6
TS23	EMAGE:18076	wholemount spatial annotation	eurexpress	in situ	T36085	14.5 dpc	Tmem72	section	C57BL/6
TS23	EMAGE:18077	wholemount spatial annotation	eurexpress	in situ	T37127	14.5 dpc	Tex14	section	C57BL/6
TS23	EMAGE:18078	wholemount spatial annotation	eurexpress	in situ	T36129	14.5 dpc	Cct3	section	C57BL/6
TS23	EMAGE:18079	wholemount spatial annotation	eurexpress	in situ	T37132	14.5 dpc	Tgm4	section	C57BL/6
TS16	EMAGE:1808	wholemount spatial annotation	emage	in situ	MGI:3506454	10.5 dpc	Gata2	wholemount	C57BL
TS23	EMAGE:18080	wholemount spatial annotation	eurexpress	in situ	T36086	14.5 dpc	Ciita	section	C57BL/6
TS23	EMAGE:18081	wholemount spatial annotation	eurexpress	in situ	T36101	14.5 dpc	Ccno	section	C57BL/6
TS23	EMAGE:18082	wholemount spatial annotation	eurexpress	in situ	T37123	14.5 dpc	Tesk1	section	C57BL/6
TS23	EMAGE:18083	wholemount spatial annotation	eurexpress	in situ	T36113	14.5 dpc	Nod2	section	C57BL/6
TS23	EMAGE:18084	wholemount spatial annotation	eurexpress	in situ	T37723	14.5 dpc	Cxcl3	section	C57BL/6
TS23	EMAGE:18085	wholemount spatial annotation	eurexpress	in situ	T37142	14.5 dpc	Tm4sf1	section	C57BL/6
TS23	EMAGE:18086	wholemount spatial annotation	eurexpress	in situ	T36088	14.5 dpc	1110028C15Rik	section	C57BL/6
TS23	EMAGE:18065	wholemount spatial annotation	eurexpress	in situ	T37178	14.5 dpc	Trim35	section	C57BL/6
TS23	EMAGE:18066	wholemount spatial annotation	eurexpress	in situ	T36078	14.5 dpc	C1rl	section	C57BL/6
TS23	EMAGE:18067	wholemount spatial annotation	eurexpress	in situ	T37153	14.5 dpc	Tmprss5	section	C57BL/6
TS23	EMAGE:18068	wholemount spatial annotation	eurexpress	in situ	T36080	14.5 dpc	C230012O17Rik	section	C57BL/6
TS23	EMAGE:18090	wholemount spatial annotation	eurexpress	in situ	T38548	14.5 dpc	Mrgprb4	section	C57BL/6
TS23	EMAGE:18091	wholemount spatial annotation	eurexpress	in situ	T38546	14.5 dpc	Mcpt2	section	C57BL/6
TS23	EMAGE:18092	wholemount spatial annotation	eurexpress	in situ	T36163	14.5 dpc	Cldn4	section	C57BL/6
TS23	EMAGE:18093	wholemount spatial annotation	eurexpress	in situ	T35427	14.5 dpc	Cdx4	section	C57BL/6
TS23	EMAGE:18094	wholemount spatial annotation	eurexpress	in situ	T38536	14.5 dpc	Gm41	section	C57BL/6
TS23	EMAGE:18095	wholemount spatial annotation	eurexpress	in situ	T38543	14.5 dpc	Gm13177	section	C57BL/6
TS23	EMAGE:18096	wholemount spatial annotation	eurexpress	in situ	T36109	14.5 dpc	Camta1	section	C57BL/6
TS23	EMAGE:18097	wholemount spatial annotation	eurexpress	in situ	T36118	14.5 dpc	Ctnnd2	section	C57BL/6
TS23	EMAGE:18098	wholemount spatial annotation	eurexpress	in situ	T36112	14.5 dpc	Nlrc4	section	C57BL/6
TS23	EMAGE:18099	wholemount spatial annotation	eurexpress	in situ	T36117	14.5 dpc	Ctnna3	section	C57BL/6
TS12	EMAGE:181	only anatomy term annotation	mgi	in situ	MGI:17719	8.0 dpc	Epha4	section	
TS17	EMAGE:1810	wholemount spatial annotation	emage	in situ	MGI:3506456	10.5 dpc	Gata6	wholemount	C57BL
TS23	EMAGE:18100	wholemount spatial annotation	eurexpress	in situ	T36110	14.5 dpc	Capn3	section	C57BL/6
TS23	EMAGE:18101	wholemount spatial annotation	eurexpress	in situ	T36111	14.5 dpc	Caps2	section	C57BL/6
TS23	EMAGE:18102	wholemount spatial annotation	eurexpress	in situ	T36119	14.5 dpc	Cbfa2t3	section	C57BL/6
TS23	EMAGE:18103	wholemount spatial annotation	eurexpress	in situ	T36126	14.5 dpc	Ccne1	section	C57BL/6
TS23	EMAGE:18104	wholemount spatial annotation	eurexpress	in situ	T36122	14.5 dpc	Ccl1	section	C57BL/6
TS23	EMAGE:18105	wholemount spatial annotation	eurexpress	in situ	T36120	14.5 dpc	Cbl	section	C57BL/6
TS23	EMAGE:18106	wholemount spatial annotation	eurexpress	in situ	T36121	14.5 dpc	Cbln4	section	C57BL/6
TS23	EMAGE:18107	wholemount spatial annotation	eurexpress	in situ	T36124	14.5 dpc	Ccl3	section	C57BL/6
TS23	EMAGE:18087	wholemount spatial annotation	eurexpress	in situ	T36114	14.5 dpc	Casc1	section	C57BL/6
TS23	EMAGE:18088	wholemount spatial annotation	eurexpress	in situ	T36123	14.5 dpc	Ccl25	section	C57BL/6
TS23	EMAGE:18089	wholemount spatial annotation	eurexpress	in situ	T36115	14.5 dpc	Casc3	section	C57BL/6
TS17	EMAGE:1809	wholemount spatial annotation	emage	in situ	MGI:3506454	10.5 dpc	Gata2	wholemount	C57BL
TS23	EMAGE:18111	wholemount spatial annotation	eurexpress	in situ	T37183	14.5 dpc	Txnrd3	section	C57BL/6
TS23	EMAGE:18112	wholemount spatial annotation	eurexpress	in situ	T37184	14.5 dpc	Tyms-ps	section	C57BL/6
TS23	EMAGE:18113	wholemount spatial annotation	eurexpress	in situ	T37181	14.5 dpc	Ttc16	section	C57BL/6
TS23	EMAGE:18114	wholemount spatial annotation	eurexpress	in situ	T37186	14.5 dpc	Ube1y1	section	C57BL/6
TS23	EMAGE:18115	wholemount spatial annotation	eurexpress	in situ	T37188	14.5 dpc	Ube2c	section	C57BL/6
TS23	EMAGE:18116	wholemount spatial annotation	eurexpress	in situ	T37187	14.5 dpc	Ube2b	section	C57BL/6
TS23	EMAGE:18117	wholemount spatial annotation	eurexpress	in situ	T37185	14.5 dpc	Gm10232	section	C57BL/6
TS23	EMAGE:18118	wholemount spatial annotation	eurexpress	in situ	T37185	14.5 dpc	U2af1	section	C57BL/6
TS23	EMAGE:18119	wholemount spatial annotation	eurexpress	in situ	T37731	14.5 dpc	Gsdma	section	C57BL/6
TS17	EMAGE:1812	wholemount spatial annotation	emage	in situ	MGI:3507253	10.5 dpc	Hnf1a	wholemount	C57BL
TS23	EMAGE:18120	wholemount spatial annotation	eurexpress	in situ	T37190	14.5 dpc	Ubr1	section	C57BL/6
TS23	EMAGE:18121	wholemount spatial annotation	eurexpress	in situ	T37730	14.5 dpc	Grifin	section	C57BL/6
TS23	EMAGE:18122	wholemount spatial annotation	eurexpress	in situ	T37191	14.5 dpc	Ucp3	section	C57BL/6
TS23	EMAGE:18123	wholemount spatial annotation	eurexpress	in situ	T37195	14.5 dpc	Upk2	section	C57BL/6
TS23	EMAGE:18124	wholemount spatial annotation	eurexpress	in situ	T37194	14.5 dpc	Upf3a	section	C57BL/6
TS23	EMAGE:18125	wholemount spatial annotation	eurexpress	in situ	T37193	14.5 dpc	Unc5c	section	C57BL/6
TS23	EMAGE:18126	wholemount spatial annotation	eurexpress	in situ	T36096	14.5 dpc	Fam163b	section	C57BL/6
TS23	EMAGE:18127	wholemount spatial annotation	eurexpress	in situ	T9568	14.5 dpc	Tyrp1	section	C57BL/6
TS23	EMAGE:18128	wholemount spatial annotation	eurexpress	in situ	T9551	14.5 dpc	Smug1	section	C57BL/6
TS23	EMAGE:18129	wholemount spatial annotation	eurexpress	in situ	T30001	14.5 dpc	Vps39	section	C57BL/6
TS23	EMAGE:18108	wholemount spatial annotation	eurexpress	in situ	T36125	14.5 dpc	Ccl4	section	C57BL/6
TS23	EMAGE:18109	wholemount spatial annotation	eurexpress	in situ	T36127	14.5 dpc	Ccnj	section	C57BL/6
TS16	EMAGE:1811	wholemount spatial annotation	emage	in situ	MGI:3506456	10.5 dpc	Gata6	wholemount	C57BL
